SK_ORDER,DES_PAYMENT_TYPE,QTT_INSTALLMENT,VAL_PAYMENT
39110,credit_card,2,24.75
69148,credit_card,4,262.58
58165,credit_card,10,121.09
37380,credit_card,1,188.40
31556,credit_card,4,147.15
64663,credit_card,2,57.99
71814,credit_card,3,157.45
90356,credit_card,4,264.34
14856,credit_card,2,158.60
58133,credit_card,4,84.23
70266,credit_card,2,25.10
46615,credit_card,2,46.54
91352,credit_card,5,151.55
57592,boleto,1,73.04
95128,credit_card,2,58.74
37682,credit_card,3,304.47
4465,credit_card,2,126.63
35566,boleto,1,1391.89
31854,credit_card,1,185.79
58803,credit_card,8,193.55
13183,boleto,1,54.84
59730,credit_card,1,37.61
31837,boleto,1,122.20
37320,credit_card,6,189.26
48148,boleto,1,75.78
29366,credit_card,8,280.80
45811,credit_card,1,75.65
3299,credit_card,2,150.95
11382,credit_card,1,138.28
32958,boleto,1,98.23
99204,boleto,1,93.18
31830,credit_card,1,89.97
75391,credit_card,1,52.15
12136,credit_card,3,61.40
41675,credit_card,10,1351.94
35347,credit_card,6,387.68
54673,boleto,1,324.01
76338,credit_card,2,84.79
45074,credit_card,3,167.62
44133,boleto,1,160.17
52989,credit_card,2,42.65
91128,credit_card,1,110.33
30026,voucher,1,18.92
71436,credit_card,6,63.77
7146,credit_card,5,78.28
31794,credit_card,2,108.51
45198,credit_card,3,93.64
80559,boleto,1,56.78
33804,boleto,1,43.56
85062,credit_card,1,212.12
94586,credit_card,10,660.41
62595,boleto,1,80.59
52020,boleto,1,389.01
84388,credit_card,4,146.68
2281,credit_card,3,68.35
43586,credit_card,2,132.08
59825,credit_card,3,153.96
66129,boleto,1,301.65
21242,credit_card,6,122.40
4245,boleto,1,37.61
77947,credit_card,1,33.79
86344,credit_card,1,92.57
61731,credit_card,1,345.38
11969,credit_card,1,75.53
69280,credit_card,1,31.72
75564,credit_card,2,49.59
87472,boleto,1,70.14
71171,credit_card,1,86.39
67825,credit_card,1,104.37
25159,credit_card,2,77.10
79907,credit_card,2,101.63
61916,credit_card,3,41.10
35403,credit_card,1,64.86
67994,credit_card,3,202.50
83505,credit_card,10,141.83
39445,boleto,1,117.62
48960,credit_card,1,41.28
60174,credit_card,4,45.55
89908,credit_card,2,24.19
69320,credit_card,2,153.10
64702,credit_card,1,69.06
1703,credit_card,3,41.88
5574,credit_card,3,381.90
58664,credit_card,1,63.11
38437,credit_card,1,121.62
19956,credit_card,2,27.09
55259,credit_card,2,130.56
5310,credit_card,1,64.59
95183,credit_card,2,68.12
13718,boleto,1,135.08
45718,boleto,1,171.02
62483,credit_card,3,129.36
94381,credit_card,4,137.11
49879,credit_card,2,153.17
83148,credit_card,4,454.97
30018,credit_card,1,61.77
81016,credit_card,1,88.90
2102,boleto,1,115.27
79655,credit_card,2,121.19
55755,boleto,1,33.09
87756,credit_card,9,91.92
60862,voucher,1,190.42
98157,credit_card,2,184.15
42824,credit_card,8,219.91
61452,boleto,1,184.29
3548,boleto,1,158.30
49242,credit_card,1,105.38
25592,boleto,1,162.85
60565,credit_card,3,415.14
27144,credit_card,2,65.00
96289,credit_card,4,217.26
43915,boleto,1,95.21
39013,credit_card,1,141.86
28669,credit_card,3,138.66
53979,credit_card,1,121.50
79821,boleto,1,77.57
91798,credit_card,3,235.28
89060,credit_card,9,125.80
31049,boleto,1,92.57
80399,boleto,1,217.06
47049,voucher,1,68.12
28744,credit_card,10,375.12
77061,boleto,1,253.23
92401,credit_card,1,54.00
37685,credit_card,2,45.62
51829,credit_card,1,48.08
88912,boleto,1,42.86
8964,boleto,1,65.60
24463,voucher,1,20.00
69080,credit_card,8,1326.85
30302,credit_card,8,237.51
3462,boleto,1,176.69
88053,credit_card,6,205.35
68727,credit_card,2,157.22
59946,boleto,1,61.20
91477,credit_card,1,280.84
44349,credit_card,1,46.82
41247,credit_card,4,103.59
84915,credit_card,8,84.48
95728,credit_card,1,34.09
35774,boleto,1,88.19
47680,credit_card,1,45.38
50184,boleto,1,76.19
90944,credit_card,1,64.28
44420,credit_card,15,154.14
40592,credit_card,1,60.00
20650,credit_card,1,113.00
27630,credit_card,2,531.16
82328,boleto,1,103.83
55139,credit_card,3,33.00
88290,credit_card,3,113.21
49848,boleto,1,179.48
23266,credit_card,3,85.25
55378,voucher,1,98.56
65946,credit_card,1,42.78
73539,voucher,1,48.92
66343,credit_card,1,112.42
3882,boleto,1,53.01
92244,boleto,1,125.54
59486,credit_card,3,178.40
45439,credit_card,1,96.26
85455,credit_card,3,138.48
83099,credit_card,4,380.75
90393,credit_card,1,25.65
13633,credit_card,1,4.05
28296,voucher,1,56.50
87677,credit_card,3,444.30
24303,credit_card,2,150.20
60040,credit_card,4,168.20
33966,credit_card,6,622.73
1949,credit_card,7,73.48
30363,credit_card,1,89.26
23487,credit_card,2,173.05
62978,boleto,1,173.88
69382,credit_card,2,143.12
83415,credit_card,1,123.49
14921,credit_card,1,288.31
5005,boleto,1,105.20
62759,boleto,1,76.65
14811,credit_card,4,69.14
92208,voucher,1,55.01
2578,credit_card,4,198.20
90168,credit_card,3,95.76
45305,credit_card,3,187.65
32943,credit_card,5,59.27
24735,credit_card,3,32.22
43972,boleto,1,240.61
67036,credit_card,1,60.87
30826,credit_card,1,37.38
85316,credit_card,3,243.11
68425,credit_card,3,155.63
64456,credit_card,1,162.31
20854,debit_card,1,153.69
17001,credit_card,10,236.92
1014,credit_card,5,65.53
59520,credit_card,2,157.21
23418,boleto,1,32.38
93542,credit_card,3,189.84
89319,credit_card,1,21.77
78306,credit_card,4,166.35
72270,credit_card,2,330.76
37114,credit_card,1,48.22
84606,boleto,1,77.34
74684,boleto,1,138.74
74720,credit_card,5,107.09
90763,credit_card,1,41.95
65881,credit_card,5,67.14
94269,credit_card,1,336.86
56784,credit_card,1,244.34
24552,credit_card,5,126.01
9800,credit_card,5,57.72
11733,boleto,1,127.98
83305,credit_card,10,104.37
86571,credit_card,1,55.00
51155,credit_card,2,270.98
35742,credit_card,2,89.66
89061,credit_card,8,114.17
40807,credit_card,1,112.55
72688,boleto,1,106.16
87144,boleto,1,48.22
57220,credit_card,3,146.59
91924,credit_card,4,96.97
9723,voucher,1,72.43
34676,credit_card,3,87.64
59406,credit_card,5,271.43
28422,credit_card,3,192.76
94510,credit_card,5,110.66
46762,credit_card,1,148.06
38256,credit_card,1,64.42
85110,credit_card,3,35.34
61899,boleto,1,74.57
64260,credit_card,2,243.51
18905,voucher,1,20.00
8143,boleto,1,171.00
5452,voucher,1,106.76
47311,boleto,1,189.56
98288,credit_card,1,30.95
29435,debit_card,1,35.84
23454,boleto,1,116.94
83021,credit_card,1,215.31
83055,voucher,1,50.00
90581,credit_card,1,170.71
84827,credit_card,2,69.37
59634,credit_card,10,488.72
4535,credit_card,1,113.11
58762,credit_card,2,52.57
45922,credit_card,1,121.90
59597,debit_card,1,61.57
50609,credit_card,3,153.90
58195,credit_card,10,1279.10
54814,credit_card,1,267.64
4327,credit_card,4,42.44
16321,credit_card,6,70.72
53534,credit_card,1,197.96
59779,credit_card,4,41.24
2176,credit_card,4,95.31
28154,credit_card,3,68.18
83200,credit_card,1,73.15
86277,credit_card,1,34.00
90829,credit_card,2,103.43
84859,credit_card,2,152.62
24270,credit_card,1,228.88
52287,credit_card,5,517.44
6981,credit_card,2,387.80
98841,boleto,1,57.72
76035,credit_card,2,116.49
34474,boleto,1,52.61
21142,credit_card,3,147.50
16198,boleto,1,365.68
40337,credit_card,1,38.34
48129,voucher,1,20.00
4972,boleto,1,59.31
79332,credit_card,1,175.67
62871,credit_card,2,42.92
71461,credit_card,2,150.12
15244,credit_card,1,79.29
24134,credit_card,1,76.08
19542,voucher,1,12.74
58784,credit_card,3,147.13
54432,credit_card,1,69.72
80950,credit_card,4,205.54
49945,credit_card,1,175.87
6280,credit_card,2,176.87
9784,credit_card,3,64.42
37294,voucher,1,31.99
36572,credit_card,1,99.90
78994,credit_card,1,66.81
32554,voucher,1,1.67
78830,credit_card,1,47.51
44634,credit_card,1,73.38
42836,boleto,1,32.53
84658,credit_card,5,128.62
41697,boleto,1,45.09
4377,credit_card,2,398.69
44208,boleto,1,480.33
54027,credit_card,1,205.99
91123,boleto,1,144.98
9884,credit_card,4,46.00
59521,credit_card,10,443.92
80638,boleto,1,24.66
64644,credit_card,2,116.90
51885,boleto,1,1023.72
94501,credit_card,1,25.03
39003,credit_card,1,36.13
71530,voucher,1,16.70
84184,credit_card,2,63.27
62249,credit_card,3,76.65
25267,voucher,1,20.00
74510,boleto,1,53.85
18576,boleto,1,67.36
99391,credit_card,8,232.14
24223,credit_card,10,202.77
94824,boleto,1,52.01
51757,credit_card,2,141.14
34665,credit_card,3,160.51
62973,credit_card,1,65.00
51824,credit_card,1,53.70
34644,credit_card,5,122.42
23728,credit_card,1,32.69
99147,voucher,1,73.90
73645,debit_card,1,52.63
42203,credit_card,4,216.40
43192,credit_card,5,199.78
54163,boleto,1,184.94
66107,credit_card,1,26.71
81090,credit_card,3,65.00
97588,credit_card,3,66.26
22400,credit_card,6,64.61
45503,credit_card,1,64.10
3204,credit_card,4,180.35
6879,credit_card,1,130.40
95322,credit_card,1,122.07
73338,credit_card,2,124.60
81309,voucher,1,47.92
99376,boleto,1,112.71
71018,boleto,1,136.59
53681,credit_card,6,198.26
33842,credit_card,10,192.45
59947,credit_card,2,114.40
73352,credit_card,1,77.57
66757,boleto,1,40.00
71516,credit_card,8,106.16
11958,credit_card,1,129.60
58460,boleto,1,662.62
81735,credit_card,13,131.46
48527,credit_card,1,62.01
32420,credit_card,1,43.17
4794,boleto,1,47.68
84967,boleto,1,169.76
18598,credit_card,6,396.06
4776,credit_card,1,66.67
45566,credit_card,1,1.46
88017,credit_card,3,114.89
17016,credit_card,3,35.38
15946,credit_card,7,77.57
13131,credit_card,1,174.96
74196,credit_card,10,153.75
68326,boleto,1,222.20
46415,voucher,1,8.88
50690,credit_card,6,77.11
10539,credit_card,8,107.87
96605,voucher,1,28.36
8933,credit_card,9,164.69
8389,credit_card,5,82.98
29729,boleto,1,193.44
30144,boleto,1,152.83
74351,credit_card,4,81.82
81897,credit_card,3,162.62
46834,credit_card,5,118.88
22865,credit_card,7,92.68
92142,credit_card,10,1023.87
1983,credit_card,8,189.19
426,credit_card,5,272.80
73441,credit_card,1,126.24
31385,credit_card,6,456.28
2601,boleto,1,423.13
69942,voucher,1,60.36
92364,credit_card,5,153.72
76029,credit_card,1,20.27
79503,boleto,1,175.32
1304,credit_card,3,63.35
78357,credit_card,2,47.29
4406,credit_card,1,66.01
44675,credit_card,1,83.23
80655,credit_card,1,11.96
35330,credit_card,6,63.27
91702,credit_card,4,40.77
90200,credit_card,1,264.95
92549,boleto,1,44.00
81272,credit_card,1,14.23
5673,credit_card,2,27.68
94458,boleto,1,27.60
79580,credit_card,2,103.78
8724,credit_card,4,199.27
25984,credit_card,1,44.78
26248,boleto,1,32.68
66418,credit_card,2,71.83
97395,credit_card,1,71.82
18487,credit_card,2,130.56
88259,boleto,1,227.16
10219,credit_card,5,69.22
42501,credit_card,1,55.69
68591,credit_card,6,242.62
28751,credit_card,7,110.44
42869,credit_card,5,53.70
69973,credit_card,1,213.37
66408,boleto,1,52.68
60687,boleto,1,130.15
77062,debit_card,1,54.51
29014,credit_card,1,51.05
69812,credit_card,1,47.69
43708,credit_card,4,131.26
78858,credit_card,7,367.76
67110,credit_card,8,100.37
69447,credit_card,5,102.03
77611,credit_card,1,88.90
61964,credit_card,2,48.28
54226,boleto,1,216.64
21964,credit_card,6,87.26
24607,boleto,1,123.18
19102,boleto,1,145.07
23743,credit_card,3,39.60
41841,boleto,1,340.12
93468,boleto,1,195.01
38878,credit_card,8,299.74
46107,credit_card,10,1435.97
9255,boleto,1,103.37
12059,voucher,1,50.00
71670,credit_card,1,17.71
35948,voucher,1,20.00
10660,credit_card,10,117.37
65271,boleto,1,30.75
8755,boleto,1,55.62
20999,credit_card,9,476.65
30090,credit_card,3,481.06
92980,boleto,1,132.02
76462,credit_card,2,165.80
5604,credit_card,4,407.80
45438,credit_card,3,63.65
16016,credit_card,1,42.69
63784,boleto,1,69.81
1188,boleto,1,70.90
35087,credit_card,3,32.68
47854,boleto,1,183.34
42975,voucher,1,54.75
13330,debit_card,1,88.18
60274,credit_card,1,174.00
10258,credit_card,3,133.58
42724,boleto,1,524.28
66865,credit_card,5,130.02
436,credit_card,10,374.15
26865,credit_card,2,105.44
23765,credit_card,4,48.17
44117,voucher,1,50.00
94110,voucher,1,100.00
74695,boleto,1,79.52
5723,debit_card,1,100.88
80343,credit_card,1,118.19
18718,credit_card,2,116.94
41310,credit_card,1,223.78
53467,credit_card,1,222.45
33400,boleto,1,96.65
63444,credit_card,2,75.17
54503,credit_card,3,72.67
52782,credit_card,1,265.88
24798,boleto,1,44.53
10764,credit_card,1,37.37
17527,credit_card,1,23.42
2789,credit_card,3,36.96
35636,voucher,1,26.69
26794,credit_card,1,78.21
75412,credit_card,8,208.25
65407,boleto,1,82.82
87882,boleto,1,47.74
82086,credit_card,1,89.00
70150,credit_card,10,120.39
96569,boleto,1,216.15
5795,credit_card,1,52.38
70140,credit_card,3,37.77
34174,credit_card,1,25.38
73445,credit_card,8,111.89
21167,boleto,1,126.48
23149,credit_card,4,436.21
98092,credit_card,1,2.20
85075,credit_card,1,92.19
60228,credit_card,2,290.22
57325,credit_card,8,385.74
57543,credit_card,5,417.50
89171,boleto,1,107.38
48214,credit_card,2,66.68
53709,boleto,1,147.69
49331,credit_card,2,37.79
63925,credit_card,2,36.82
99361,boleto,1,138.74
19629,credit_card,1,99.16
21730,credit_card,8,502.23
68452,credit_card,5,256.02
33869,boleto,1,161.12
95439,credit_card,2,97.87
84046,credit_card,1,148.71
8210,boleto,1,232.45
85065,credit_card,1,32.68
26420,credit_card,1,75.17
93014,credit_card,3,39.84
96411,credit_card,1,26.71
10017,credit_card,10,171.49
31429,credit_card,4,106.85
43374,boleto,1,194.25
46998,credit_card,1,20.29
57842,credit_card,1,89.17
94201,credit_card,3,37.50
84494,credit_card,1,56.78
415,credit_card,2,65.71
32132,credit_card,1,57.00
94907,credit_card,5,72.53
68573,credit_card,2,72.68
37417,credit_card,2,44.38
56656,credit_card,4,42.78
7340,credit_card,2,217.96
80745,credit_card,3,193.10
30508,credit_card,3,159.57
53892,boleto,1,123.90
94165,credit_card,4,204.87
32478,voucher,1,22.43
26340,credit_card,3,65.19
36822,credit_card,1,112.25
57887,credit_card,1,28.24
78,credit_card,1,7.08
51799,credit_card,4,43.63
76527,credit_card,2,286.64
7695,voucher,1,1.75
79656,credit_card,8,713.70
35790,boleto,1,39.22
21541,credit_card,6,359.30
94789,credit_card,3,188.94
34413,credit_card,4,403.81
27120,credit_card,2,21.41
76198,boleto,1,71.31
55581,boleto,1,120.94
84836,credit_card,5,416.04
40225,credit_card,1,219.82
26960,credit_card,4,90.61
52882,credit_card,1,48.34
17978,credit_card,2,71.20
78007,credit_card,3,162.70
78977,credit_card,2,43.00
62388,boleto,1,31.42
2982,credit_card,8,215.81
91674,credit_card,8,86.71
17362,voucher,1,3.79
52601,credit_card,5,233.81
54836,credit_card,8,163.29
79167,credit_card,3,274.82
94970,credit_card,3,174.76
52340,credit_card,1,314.92
70029,credit_card,1,51.06
59956,boleto,1,47.69
8161,boleto,1,258.38
83588,credit_card,1,32.43
72528,credit_card,10,300.49
60014,credit_card,2,76.78
84509,credit_card,2,46.27
27499,boleto,1,91.31
28414,credit_card,10,255.43
28455,voucher,1,2.13
94733,boleto,1,48.85
52969,credit_card,1,66.67
38022,credit_card,1,150.70
46142,credit_card,1,47.61
49111,credit_card,4,42.20
39033,credit_card,2,39.42
22861,credit_card,2,157.91
55674,credit_card,1,48.32
81661,voucher,1,50.00
63210,credit_card,2,113.44
31199,boleto,1,89.79
20058,credit_card,3,241.23
24062,credit_card,4,123.75
69431,credit_card,1,85.01
76880,credit_card,8,165.12
98963,credit_card,1,87.80
2080,credit_card,1,176.16
24038,credit_card,5,54.00
48422,credit_card,4,218.64
8111,credit_card,2,196.35
29518,voucher,1,50.00
74054,credit_card,1,216.15
38147,credit_card,2,122.78
79530,credit_card,3,121.10
32299,boleto,1,290.33
22954,boleto,1,196.01
23267,credit_card,4,202.70
71759,credit_card,5,212.83
68260,credit_card,8,276.57
94868,boleto,1,117.60
40786,credit_card,1,69.57
17817,credit_card,2,106.87
94116,credit_card,3,186.03
33382,boleto,1,322.56
33368,credit_card,3,76.09
37937,credit_card,1,58.16
65820,boleto,1,73.34
91908,credit_card,4,121.20
47338,credit_card,8,913.70
55275,voucher,1,44.73
21394,credit_card,1,151.50
67788,voucher,1,17.95
7295,credit_card,7,470.74
86155,credit_card,2,117.97
93145,boleto,1,48.82
24644,credit_card,1,37.16
73010,boleto,1,47.70
65143,credit_card,9,143.50
20240,boleto,1,76.27
49592,boleto,1,64.10
16535,voucher,1,31.12
19760,credit_card,4,233.45
75494,credit_card,1,101.73
69891,boleto,1,67.11
23724,boleto,1,93.00
48641,credit_card,10,1225.59
53974,credit_card,10,245.24
79164,credit_card,3,162.42
24005,credit_card,4,86.73
90591,credit_card,1,86.73
32215,voucher,1,0.23
13008,credit_card,2,58.71
73025,boleto,1,96.52
45686,boleto,1,223.73
77946,credit_card,1,81.09
73108,credit_card,8,190.65
81546,credit_card,8,507.61
27608,boleto,1,97.51
49227,credit_card,2,143.93
68198,credit_card,1,22.03
58418,boleto,1,60.99
76621,credit_card,5,58.59
79772,credit_card,1,128.59
27918,credit_card,3,140.92
52334,credit_card,3,214.46
24105,credit_card,1,31.75
53229,voucher,1,447.68
86985,credit_card,3,92.50
16501,boleto,1,44.78
53324,credit_card,10,157.55
66721,credit_card,1,88.08
16838,debit_card,1,79.58
4798,credit_card,4,189.08
47337,credit_card,1,35.09
88968,boleto,1,24.68
23982,credit_card,5,139.00
8689,boleto,1,112.79
90380,credit_card,6,131.55
92069,boleto,1,487.50
64500,credit_card,4,87.45
60780,credit_card,2,192.47
20447,credit_card,4,128.00
93919,credit_card,10,755.57
61058,credit_card,5,212.32
69065,credit_card,1,581.25
42531,credit_card,10,303.69
97312,credit_card,1,19.64
12633,credit_card,1,238.27
64160,voucher,1,134.10
37196,credit_card,9,96.80
2293,credit_card,3,217.55
62107,credit_card,1,40.00
90155,voucher,1,167.74
21307,credit_card,2,95.01
62385,credit_card,1,0.69
78099,boleto,1,57.59
70307,credit_card,5,137.01
94075,credit_card,5,127.54
64612,credit_card,8,186.29
89886,credit_card,1,64.17
11762,credit_card,6,243.76
73754,credit_card,8,251.80
68255,credit_card,4,421.46
29293,credit_card,1,65.79
45976,credit_card,3,153.72
59429,credit_card,8,1872.26
42095,credit_card,10,172.29
92024,boleto,1,139.80
10192,credit_card,1,90.18
34114,credit_card,6,223.41
65798,credit_card,8,149.38
65270,credit_card,1,99.43
54229,boleto,1,49.30
15247,boleto,1,118.35
53008,credit_card,1,519.40
47808,boleto,1,191.76
15928,credit_card,1,61.46
34123,credit_card,2,173.58
58154,boleto,1,48.69
982,credit_card,4,111.21
66472,debit_card,1,37.36
1244,boleto,1,38.64
8352,credit_card,1,97.16
50992,boleto,1,262.16
81493,credit_card,5,172.69
18919,credit_card,2,48.45
60610,credit_card,5,56.44
21775,credit_card,1,80.27
49508,credit_card,3,74.27
72584,credit_card,10,188.45
63158,boleto,1,82.37
59000,credit_card,10,336.72
79454,credit_card,1,57.29
75275,boleto,1,68.12
70377,credit_card,1,27.68
64603,credit_card,3,123.77
24845,boleto,1,37.77
9572,credit_card,1,61.73
78710,credit_card,10,130.10
10407,credit_card,2,138.57
62371,boleto,1,30.13
47483,credit_card,2,261.07
14043,credit_card,8,275.56
97645,credit_card,3,169.14
14072,voucher,1,67.88
12194,credit_card,1,152.64
33075,credit_card,5,282.50
39430,voucher,1,66.10
6294,credit_card,2,65.24
74074,credit_card,1,30.95
96357,credit_card,2,241.57
6514,credit_card,4,63.10
20900,credit_card,9,182.15
94316,credit_card,1,443.77
59153,boleto,1,93.60
73254,credit_card,3,74.99
46332,credit_card,8,296.64
15172,credit_card,5,257.19
38611,boleto,1,59.00
58489,boleto,1,69.33
76893,credit_card,2,119.88
48350,boleto,1,36.65
53951,voucher,1,82.78
88757,credit_card,2,67.98
71010,boleto,1,50.75
69296,credit_card,4,100.96
41276,credit_card,4,254.02
59004,credit_card,2,257.43
63704,credit_card,1,31.98
37571,credit_card,8,194.44
58816,credit_card,10,180.32
45757,credit_card,2,276.48
25918,credit_card,1,29.01
46187,credit_card,3,30.64
6115,credit_card,2,206.07
71598,credit_card,5,80.92
9611,boleto,1,139.31
66903,credit_card,1,48.20
99120,credit_card,10,566.07
73820,credit_card,2,63.83
52970,boleto,1,123.34
66492,boleto,1,40.69
20875,credit_card,5,57.68
40434,boleto,1,237.67
57628,boleto,1,87.38
163,credit_card,6,63.79
18255,credit_card,1,68.43
11003,credit_card,5,272.84
20207,voucher,1,21.43
58217,credit_card,5,70.60
3810,credit_card,7,702.97
27005,boleto,1,87.51
50514,credit_card,1,24.69
25781,credit_card,6,65.00
37296,credit_card,1,340.07
47163,boleto,1,388.76
20766,credit_card,2,152.40
93967,credit_card,1,54.17
33949,credit_card,4,45.08
19474,credit_card,4,272.53
25836,credit_card,1,68.75
23048,credit_card,2,94.31
13534,credit_card,4,49.09
38596,boleto,1,148.77
20200,credit_card,7,356.51
97212,boleto,1,41.88
62976,credit_card,1,58.87
50137,boleto,1,47.44
84191,boleto,1,30.77
77550,credit_card,2,106.16
92002,boleto,1,47.81
13582,boleto,1,38.23
123,boleto,1,78.15
87619,credit_card,8,227.27
11509,credit_card,2,42.17
66305,boleto,1,49.82
84661,credit_card,2,218.96
95848,credit_card,1,125.15
8003,credit_card,1,171.87
972,credit_card,8,137.23
82142,voucher,1,100.00
82891,credit_card,2,82.21
482,voucher,1,20.00
31460,voucher,1,27.56
4825,credit_card,1,46.56
65734,credit_card,1,127.32
79626,credit_card,1,42.58
40026,voucher,1,20.99
27863,voucher,1,33.30
40951,credit_card,6,323.36
20952,credit_card,5,106.39
74726,boleto,1,111.32
64265,credit_card,1,22.38
43172,credit_card,5,102.84
35236,credit_card,1,32.38
79378,credit_card,6,84.45
95650,credit_card,10,103.55
54236,credit_card,10,142.89
7957,credit_card,2,117.85
48792,credit_card,1,39.10
59075,voucher,1,13.18
41567,credit_card,2,58.00
91808,boleto,1,94.22
91820,credit_card,1,152.73
42520,credit_card,3,88.27
24558,credit_card,10,297.02
45140,credit_card,2,122.06
