SK_ORDER,DES_PAYMENT_TYPE,QTT_INSTALLMENT,VAL_PAYMENT
93457,credit_card,5,477.45
73160,credit_card,2,440.12
59135,credit_card,1,67.70
76760,boleto,1,168.51
27336,boleto,1,31.86
49008,boleto,1,40.87
25835,credit_card,10,109.59
35452,credit_card,3,206.87
94648,credit_card,1,134.38
55465,credit_card,1,56.06
25424,credit_card,3,264.08
52453,credit_card,10,240.77
69244,credit_card,2,91.72
83912,credit_card,4,49.01
12560,boleto,1,107.87
82801,credit_card,3,62.01
38026,credit_card,1,36.69
96197,credit_card,3,35.00
27435,credit_card,8,256.37
87987,credit_card,1,47.84
19551,credit_card,5,125.87
87250,credit_card,1,42.39
8115,credit_card,5,117.53
51068,credit_card,1,43.28
34499,credit_card,4,144.54
34063,boleto,1,126.48
29864,credit_card,4,125.29
94756,credit_card,2,229.74
21246,credit_card,1,124.60
12591,boleto,1,143.86
96894,voucher,1,56.89
55948,boleto,1,46.78
27661,voucher,1,3.98
2066,credit_card,3,72.66
63180,boleto,1,50.10
726,boleto,1,85.79
37422,boleto,1,63.70
11792,credit_card,10,1586.47
83141,credit_card,3,433.07
23704,credit_card,10,642.02
80586,credit_card,4,263.95
63499,boleto,1,134.99
45885,credit_card,1,57.89
94505,credit_card,1,383.99
61641,boleto,1,159.31
79224,credit_card,1,756.91
65863,credit_card,7,156.22
60371,credit_card,10,132.95
33373,boleto,1,48.27
39288,credit_card,5,107.35
58212,credit_card,10,110.20
69556,credit_card,8,368.92
73567,boleto,1,106.85
23065,credit_card,8,281.50
93663,credit_card,2,54.25
45289,credit_card,5,121.78
3390,credit_card,2,102.26
56550,boleto,1,90.62
89264,boleto,1,75.69
38522,debit_card,1,42.86
79663,credit_card,1,35.70
42361,credit_card,10,444.25
27027,credit_card,1,69.16
11940,voucher,1,30.00
74098,credit_card,2,65.71
82844,credit_card,1,29.29
25010,credit_card,1,37.74
62385,voucher,1,30.00
7364,credit_card,2,145.90
25278,credit_card,1,79.88
76702,credit_card,5,108.00
27701,credit_card,6,348.74
1823,credit_card,6,88.78
55476,credit_card,4,953.71
82771,credit_card,6,125.77
88638,credit_card,3,64.05
17416,boleto,1,127.69
21349,credit_card,1,62.42
94387,credit_card,5,55.69
58556,credit_card,7,146.13
93070,credit_card,5,349.99
9786,credit_card,1,91.28
68526,boleto,1,108.64
4514,credit_card,2,158.98
213,credit_card,1,20.75
32316,boleto,1,72.90
61574,credit_card,3,543.83
82091,credit_card,2,67.12
78038,credit_card,6,139.07
59923,boleto,1,126.68
54790,credit_card,1,41.42
33374,boleto,1,203.16
71536,credit_card,8,540.02
78759,boleto,1,368.60
35522,credit_card,4,107.78
61484,credit_card,10,387.27
58949,credit_card,10,107.23
9010,credit_card,2,101.25
97503,credit_card,1,26.09
82572,boleto,1,244.35
69069,credit_card,10,117.85
34440,credit_card,3,171.32
76246,credit_card,10,202.44
81861,boleto,1,73.03
91402,credit_card,4,264.67
72805,credit_card,1,68.70
14673,boleto,1,55.13
88251,credit_card,2,92.99
45116,credit_card,3,36.00
85277,credit_card,1,17.87
54729,credit_card,1,58.38
89414,voucher,1,50.00
14219,credit_card,10,1995.69
27503,credit_card,3,130.14
85059,boleto,1,710.23
76550,credit_card,1,68.00
39499,credit_card,5,59.51
42142,credit_card,5,371.94
23892,credit_card,10,667.99
41378,credit_card,1,63.89
8342,credit_card,4,49.34
22650,boleto,1,147.00
2183,credit_card,1,354.64
45568,credit_card,4,59.71
53794,credit_card,8,408.66
52888,credit_card,5,51.66
49300,credit_card,2,386.46
75063,credit_card,2,69.54
65778,credit_card,1,21.94
65512,credit_card,1,52.34
20896,credit_card,1,114.25
27392,credit_card,2,162.83
93080,credit_card,1,172.92
88513,credit_card,7,81.72
80260,credit_card,2,151.79
89113,credit_card,4,243.62
43174,boleto,1,56.42
50205,credit_card,4,45.13
96065,boleto,1,108.64
18477,credit_card,4,64.51
42888,credit_card,8,193.50
73292,boleto,1,110.63
88522,credit_card,5,200.55
31540,credit_card,1,41.71
1130,credit_card,1,54.43
45680,credit_card,3,77.64
89404,boleto,1,280.08
77175,credit_card,5,101.34
28134,credit_card,1,77.57
38197,credit_card,4,60.20
49428,boleto,1,48.10
49038,boleto,1,76.02
65449,credit_card,2,84.56
1743,voucher,1,20.00
89284,credit_card,4,48.16
14292,debit_card,1,265.41
40269,credit_card,5,127.53
44507,credit_card,2,128.73
80470,credit_card,3,37.37
24634,credit_card,5,150.15
38019,credit_card,2,36.16
71992,credit_card,4,198.00
37386,credit_card,5,112.40
2609,credit_card,1,35.40
2958,credit_card,6,189.98
74629,credit_card,2,228.60
13447,credit_card,8,314.21
13917,credit_card,1,22.29
52458,credit_card,8,257.30
19584,credit_card,6,162.99
41399,boleto,1,51.03
96218,credit_card,12,190.09
48042,credit_card,7,374.24
63437,credit_card,5,53.15
20173,credit_card,2,88.20
42610,voucher,1,25.90
54113,credit_card,1,46.81
65910,boleto,1,131.47
53537,credit_card,3,258.71
88669,credit_card,1,84.23
4633,credit_card,10,156.73
38711,boleto,1,69.90
49568,boleto,1,48.13
88517,credit_card,6,187.15
72056,credit_card,3,69.99
42895,voucher,1,25.00
25164,credit_card,2,162.10
20190,credit_card,1,57.11
35245,credit_card,1,154.87
83964,credit_card,4,236.81
65970,credit_card,1,102.53
84849,credit_card,3,65.10
85357,boleto,1,93.64
97177,boleto,1,64.09
29465,credit_card,5,279.40
93863,credit_card,5,205.43
57938,credit_card,4,89.57
45838,boleto,1,75.07
12736,credit_card,4,63.23
24837,credit_card,1,0.52
48875,credit_card,10,231.27
24722,boleto,1,41.69
45687,credit_card,4,69.41
2877,credit_card,1,72.75
98208,credit_card,2,24.29
73102,credit_card,5,88.49
66273,credit_card,7,71.66
81369,credit_card,2,80.81
7739,credit_card,2,132.82
70137,credit_card,7,394.07
31257,credit_card,2,165.50
61017,credit_card,2,98.47
1532,credit_card,2,49.77
21476,credit_card,8,180.91
54915,credit_card,4,40.63
37702,debit_card,1,71.63
1881,credit_card,5,262.94
57188,credit_card,3,62.22
86508,credit_card,5,311.57
54323,debit_card,1,93.22
74747,boleto,1,100.21
77290,credit_card,4,125.43
41929,boleto,1,80.55
9497,credit_card,2,373.44
60831,credit_card,3,62.31
33187,debit_card,1,36.35
11908,credit_card,2,29.38
49601,credit_card,10,102.47
23364,credit_card,3,130.00
97861,credit_card,5,69.13
22314,credit_card,1,86.24
13898,credit_card,1,74.29
14992,credit_card,7,70.72
57393,credit_card,3,199.00
7914,credit_card,3,340.47
75384,credit_card,4,48.74
16590,credit_card,2,28.08
93129,voucher,1,59.90
86643,credit_card,1,166.29
51364,boleto,1,51.10
12873,credit_card,1,67.83
51491,credit_card,3,164.35
39723,boleto,1,79.09
97102,boleto,1,93.69
9613,credit_card,2,59.82
48467,credit_card,3,159.03
38133,credit_card,9,92.57
17035,credit_card,4,42.77
7244,credit_card,8,453.74
59781,credit_card,3,234.08
91533,credit_card,2,67.62
8381,credit_card,1,19.33
73728,credit_card,3,143.18
75507,credit_card,4,112.83
14531,boleto,1,85.92
77770,credit_card,4,102.05
60757,credit_card,3,134.12
93325,credit_card,1,112.13
60110,credit_card,1,70.75
23852,credit_card,7,77.60
47739,credit_card,1,197.04
96631,credit_card,1,93.18
26558,boleto,1,44.72
74052,credit_card,1,26.38
59715,debit_card,1,149.14
56627,credit_card,4,106.32
34650,credit_card,8,246.96
90969,credit_card,1,22.29
77006,credit_card,3,57.48
12969,credit_card,4,105.28
43665,credit_card,8,203.54
75033,credit_card,2,330.40
40100,boleto,1,108.68
893,boleto,1,415.93
97467,credit_card,10,314.21
63857,credit_card,1,206.08
20635,credit_card,1,27.70
32093,boleto,1,19.48
74431,credit_card,2,121.09
35853,credit_card,1,206.76
64860,credit_card,1,142.21
31243,boleto,1,73.34
80583,credit_card,1,72.62
73251,credit_card,1,86.24
90520,boleto,1,230.10
43753,boleto,1,206.14
41347,boleto,1,212.73
98704,credit_card,1,94.82
32489,boleto,1,126.44
67168,voucher,1,140.08
68002,credit_card,1,68.87
62206,credit_card,2,87.58
39972,credit_card,10,305.19
64217,credit_card,5,161.88
35719,debit_card,1,88.08
77355,credit_card,3,92.50
99366,credit_card,1,43.00
7177,credit_card,2,116.36
94623,boleto,1,64.48
70647,boleto,1,37.69
66368,credit_card,2,150.52
18330,credit_card,6,314.30
6812,credit_card,8,396.35
18300,debit_card,1,98.33
72048,credit_card,1,120.92
497,credit_card,1,76.17
30620,credit_card,1,104.43
98369,credit_card,1,105.94
63071,credit_card,3,110.04
73289,boleto,1,730.95
95470,credit_card,4,128.77
6701,credit_card,8,82.10
8054,boleto,1,53.39
98987,credit_card,3,61.79
19021,boleto,1,86.83
68607,credit_card,1,45.30
15844,credit_card,1,25.50
72264,voucher,1,103.79
10822,credit_card,6,114.28
78130,credit_card,2,57.78
68006,credit_card,1,124.15
33331,credit_card,3,64.10
45592,credit_card,10,179.92
15037,boleto,1,40.01
26480,credit_card,5,104.27
68117,credit_card,8,307.96
32105,credit_card,2,31.29
29513,credit_card,1,38.13
82248,voucher,1,52.01
28032,credit_card,1,35.05
48808,credit_card,8,186.49
49061,credit_card,4,99.95
40675,credit_card,4,215.62
99417,credit_card,3,206.20
25150,boleto,1,55.06
74582,credit_card,1,21.04
70057,credit_card,1,26.45
98242,credit_card,1,127.53
91256,credit_card,10,223.14
65615,credit_card,2,56.41
78345,boleto,1,566.63
54725,credit_card,2,39.41
70494,credit_card,6,148.64
36785,credit_card,4,64.00
81074,credit_card,3,151.09
1458,boleto,1,93.91
73617,credit_card,2,71.14
10892,credit_card,3,188.06
43654,credit_card,2,257.21
49797,credit_card,4,692.94
39465,credit_card,8,181.10
61663,boleto,1,202.26
43841,credit_card,3,164.15
55360,credit_card,10,137.13
2881,credit_card,1,2.01
82897,boleto,1,272.58
24271,credit_card,4,87.36
89988,voucher,1,16.54
72049,credit_card,4,234.19
2614,boleto,1,86.37
72815,boleto,1,33.00
29333,credit_card,1,10.89
84680,credit_card,4,84.14
37613,boleto,1,43.28
1815,credit_card,1,47.95
80908,boleto,1,76.08
62450,boleto,1,104.37
91790,credit_card,1,69.61
69228,credit_card,3,121.09
35993,credit_card,7,238.65
5486,credit_card,4,181.59
39589,credit_card,2,135.26
1611,credit_card,3,51.09
6086,credit_card,3,1783.44
64886,credit_card,3,145.01
50820,credit_card,10,231.27
13400,boleto,1,70.03
54424,credit_card,10,1432.92
36200,voucher,1,45.24
93549,voucher,1,50.00
12339,credit_card,1,64.01
9332,credit_card,6,148.18
31961,credit_card,1,171.53
85157,credit_card,3,86.15
78701,debit_card,1,22.79
81143,credit_card,2,58.16
13091,boleto,1,149.42
80104,credit_card,1,44.53
41985,credit_card,2,152.82
41373,credit_card,8,82.92
12535,boleto,1,66.69
47418,boleto,1,52.75
38928,credit_card,5,105.94
14441,credit_card,8,413.31
65540,credit_card,3,112.09
11450,credit_card,4,186.36
19456,credit_card,3,165.22
59621,credit_card,3,49.02
40834,debit_card,1,173.68
69669,credit_card,2,205.07
13123,credit_card,1,21.04
10377,credit_card,2,132.68
52734,credit_card,1,36.09
57534,boleto,1,66.44
86353,boleto,1,161.62
25666,credit_card,1,27.75
75034,credit_card,1,91.28
30236,voucher,1,81.93
27827,credit_card,2,167.92
1569,credit_card,1,61.36
69004,credit_card,2,60.00
21604,credit_card,3,39.01
61640,credit_card,3,39.78
94063,credit_card,2,64.23
81890,credit_card,4,186.92
78489,credit_card,2,43.29
23612,credit_card,1,59.13
90685,credit_card,3,33.51
68093,debit_card,1,33.10
73913,voucher,1,148.06
28617,credit_card,2,189.56
25373,credit_card,5,105.38
90229,boleto,1,69.06
62111,voucher,1,85.24
88458,credit_card,5,179.46
89826,credit_card,1,168.35
61026,voucher,1,100.00
94597,credit_card,1,77.89
80432,credit_card,1,99.43
20455,credit_card,1,407.90
33520,voucher,1,15.00
56245,credit_card,2,424.04
34193,credit_card,3,157.20
33036,credit_card,4,162.03
66599,credit_card,8,188.50
40817,credit_card,1,65.47
26394,credit_card,1,39.42
10462,credit_card,5,365.32
1476,credit_card,6,65.11
55298,credit_card,10,188.34
74959,boleto,1,35.40
71180,credit_card,10,590.72
21549,boleto,1,36.75
51344,credit_card,2,81.73
85690,credit_card,1,17.86
20742,boleto,1,108.97
21637,credit_card,10,569.66
92473,credit_card,4,48.13
31153,credit_card,2,63.10
25970,boleto,1,39.42
49641,boleto,1,74.03
96840,boleto,1,66.78
17671,credit_card,1,36.59
52696,credit_card,5,272.64
23326,credit_card,1,64.34
55533,boleto,1,49.05
42873,credit_card,7,163.69
66188,credit_card,6,443.85
91578,credit_card,6,165.31
46906,credit_card,10,1180.51
25953,credit_card,1,706.84
8001,voucher,1,20.00
89610,credit_card,1,135.97
66588,credit_card,1,56.99
54895,credit_card,1,43.58
85529,credit_card,4,48.15
65394,credit_card,1,76.87
46448,credit_card,1,2.78
2709,credit_card,2,123.59
63855,boleto,1,128.07
65892,credit_card,2,185.84
2148,credit_card,1,85.81
17916,credit_card,1,149.54
53626,credit_card,1,32.38
84848,credit_card,1,23.38
29654,credit_card,1,98.86
29475,credit_card,8,124.21
97332,credit_card,6,191.58
90791,credit_card,2,123.04
79654,credit_card,1,26.38
90975,credit_card,2,71.49
41211,credit_card,1,153.98
30023,credit_card,1,55.91
11841,credit_card,6,86.06
16408,credit_card,1,33.10
70123,credit_card,10,360.29
71842,credit_card,10,105.24
34433,credit_card,3,114.85
56098,voucher,1,0.01
75040,credit_card,1,65.57
36265,credit_card,3,88.90
89446,credit_card,1,76.78
72102,credit_card,10,680.96
33826,voucher,1,27.91
22382,credit_card,2,61.79
28479,credit_card,1,40.96
41421,credit_card,2,149.00
94842,credit_card,7,75.70
39645,credit_card,4,356.90
27488,credit_card,2,165.96
49354,credit_card,2,61.19
90070,credit_card,1,43.37
75817,credit_card,2,40.86
22458,credit_card,1,84.81
36523,voucher,1,8.24
16860,credit_card,3,191.93
11337,credit_card,1,32.72
51520,boleto,1,32.77
76631,credit_card,5,50.50
38485,credit_card,3,37.05
80258,credit_card,1,70.36
56563,credit_card,1,38.00
66981,boleto,1,196.81
88640,boleto,1,46.84
63635,credit_card,10,367.20
79388,credit_card,4,195.36
17382,credit_card,7,144.80
97149,boleto,1,28.62
37146,boleto,1,160.74
14254,voucher,1,103.59
41177,credit_card,1,10.39
91469,credit_card,1,31.75
48524,credit_card,5,116.23
41439,credit_card,4,40.43
55863,boleto,1,66.64
40810,voucher,1,17.01
70881,boleto,1,189.96
57400,boleto,1,170.37
84295,credit_card,2,50.90
25682,credit_card,1,133.64
85419,boleto,1,543.29
36744,credit_card,2,42.75
54960,credit_card,2,161.01
68911,boleto,1,72.83
62026,boleto,1,1605.14
8768,boleto,1,130.60
17521,credit_card,1,69.67
15207,credit_card,2,70.97
23608,credit_card,10,255.76
9620,credit_card,4,75.40
95710,credit_card,3,109.93
10688,credit_card,1,71.14
49764,credit_card,3,113.33
32541,credit_card,1,292.86
92655,credit_card,2,129.15
53482,credit_card,7,177.67
26789,credit_card,1,27.48
88365,credit_card,1,140.94
96363,boleto,1,23.00
31426,credit_card,1,49.09
6482,credit_card,1,84.79
42155,boleto,1,111.02
21448,credit_card,1,42.44
96899,credit_card,1,210.56
56160,credit_card,4,42.74
6904,boleto,1,50.10
41208,credit_card,1,67.23
76230,credit_card,4,46.66
74078,credit_card,1,201.05
8308,credit_card,4,81.47
36679,boleto,1,79.69
81382,credit_card,4,45.12
18677,boleto,1,250.04
47263,credit_card,7,108.88
27016,credit_card,1,189.66
56292,credit_card,3,135.47
40063,boleto,1,104.07
62331,credit_card,3,184.08
45266,boleto,1,164.01
74042,credit_card,3,91.21
58264,credit_card,7,129.00
37374,credit_card,2,84.28
74882,credit_card,1,57.67
16940,credit_card,3,97.79
97394,debit_card,1,53.90
74146,boleto,1,35.09
96037,boleto,1,218.04
93095,boleto,1,67.93
10286,boleto,1,40.53
8619,credit_card,6,97.23
8627,credit_card,6,159.39
44088,boleto,1,167.07
60249,voucher,1,50.00
61941,credit_card,2,93.40
79873,credit_card,4,276.11
61045,credit_card,3,149.16
32535,credit_card,2,175.13
27219,credit_card,1,143.99
65729,boleto,1,131.80
2626,boleto,1,88.54
88643,credit_card,1,109.31
40671,boleto,1,63.05
30578,credit_card,8,353.29
18191,credit_card,3,276.44
25408,boleto,1,45.95
30181,credit_card,2,116.99
60278,boleto,1,46.00
67920,voucher,1,23.23
37563,credit_card,1,119.18
92792,boleto,1,32.13
24560,credit_card,5,222.15
62546,boleto,1,59.22
44867,boleto,1,204.81
34628,credit_card,2,73.34
46453,credit_card,1,131.03
81241,credit_card,3,57.69
96420,credit_card,1,27.79
57403,boleto,1,224.45
26893,credit_card,1,135.60
8300,credit_card,7,76.08
57920,credit_card,1,67.14
37105,boleto,1,137.97
77740,boleto,1,68.12
14605,credit_card,3,73.61
39462,credit_card,3,117.94
15314,credit_card,3,84.52
5453,credit_card,8,138.84
37294,credit_card,1,5.37
98151,credit_card,4,119.48
84276,credit_card,1,77.50
81786,boleto,1,84.05
28161,boleto,1,149.73
85379,boleto,1,93.80
20964,credit_card,2,76.51
39550,boleto,1,121.60
35265,credit_card,10,528.69
22858,boleto,1,73.03
2312,credit_card,2,70.00
33939,credit_card,5,278.63
45935,credit_card,2,89.88
12700,boleto,1,117.38
23349,credit_card,3,180.47
95374,credit_card,2,110.77
35117,credit_card,2,28.70
23544,credit_card,1,23.47
40341,voucher,1,50.00
77308,boleto,1,364.46
37971,credit_card,1,48.23
49498,credit_card,6,78.97
9301,credit_card,2,159.80
38324,credit_card,1,66.44
25587,credit_card,2,71.13
58487,credit_card,1,76.29
29716,voucher,1,188.93
69367,debit_card,1,70.03
90623,boleto,1,51.01
63296,credit_card,2,162.75
41573,boleto,1,36.36
42960,credit_card,4,209.46
20656,credit_card,2,79.95
90429,credit_card,1,134.49
40631,credit_card,6,111.02
37175,credit_card,1,53.88
90367,boleto,1,62.91
71535,debit_card,1,335.47
15904,voucher,1,12.29
50314,credit_card,8,237.54
82232,credit_card,1,131.94
57230,debit_card,1,191.28
68584,credit_card,6,85.24
62992,credit_card,1,37.99
80307,credit_card,1,200.75
74247,boleto,1,213.03
86538,boleto,1,74.16
47048,voucher,1,55.09
35694,voucher,1,10.04
20270,credit_card,1,57.80
60594,credit_card,1,25.05
45058,boleto,1,199.43
1923,credit_card,3,172.29
11330,credit_card,8,126.30
30195,credit_card,5,116.97
26454,credit_card,2,158.21
68243,voucher,1,247.16
28978,credit_card,4,45.09
93302,credit_card,5,172.16
24821,credit_card,2,189.37
40204,credit_card,3,372.67
69533,boleto,1,64.44
98947,credit_card,1,2.35
95831,credit_card,4,204.07
81951,boleto,1,75.17
98525,credit_card,2,177.11
21440,credit_card,2,42.78
88148,boleto,1,37.79
96588,credit_card,2,119.79
90402,boleto,1,273.98
16709,credit_card,2,63.70
