SK_ORDER,SK_PRODUCT,SK_SELLER,NUM_ORDER_ITEM,DAT_SHIPPING_LIMIT,VAL_PRICE,VAL_FREIGHT
4910,5850,1536,1,2018-04-04T23:15:11.000Z,17.00,15.23
3564,27501,1976,1,2018-06-14T10:30:24.000Z,141.40,22.07
35523,25886,1665,1,2017-05-08T02:42:52.000Z,75.00,11.14
98021,5962,2649,1,2018-07-10T09:31:01.000Z,69.90,17.62
16033,5370,333,1,2017-12-26T07:49:47.000Z,12.25,7.78
24750,6201,2997,1,2018-07-24T03:23:55.000Z,19.90,12.80
60751,28924,2346,1,2018-05-21T21:55:24.000Z,118.50,8.80
15403,24761,1894,1,2018-08-22T15:15:22.000Z,269.90,19.99
79167,23366,2503,1,2017-03-02T23:45:12.000Z,199.00,75.82
48343,596,223,1,2018-07-30T21:04:15.000Z,24.90,18.27
86571,7476,2532,1,2017-09-14T18:23:24.000Z,39.90,15.10
65524,29609,2533,1,2018-03-01T02:31:07.000Z,75.00,16.29
65524,21159,2533,2,2018-03-01T02:31:07.000Z,75.00,16.29
66734,25258,1389,1,2018-04-26T08:31:31.000Z,43.99,18.23
31438,30294,475,1,2017-12-04T16:17:30.000Z,59.00,13.43
75114,19862,1685,1,2017-02-13T20:43:22.000Z,169.00,18.47
15529,5110,1415,1,2017-09-13T20:10:08.000Z,41.90,12.48
67659,16123,1335,1,2017-11-09T10:35:40.000Z,35.99,11.85
22477,11534,244,1,2017-07-27T02:25:17.000Z,149.90,58.84
53262,23072,2002,1,2017-08-28T22:25:18.000Z,27.90,14.10
63311,5188,614,1,2018-07-04T19:55:09.000Z,43.50,9.06
5892,18822,988,1,2018-04-10T23:09:04.000Z,24.99,18.23
83224,12832,960,1,2017-10-11T17:49:11.000Z,29.00,25.63
75685,2930,1685,1,2017-06-23T09:35:15.000Z,78.00,29.96
76254,7238,715,1,2017-12-13T08:50:43.000Z,36.90,12.69
26907,24480,2464,1,2017-11-01T16:49:47.000Z,135.00,16.58
79691,13315,798,1,2018-08-17T16:31:48.000Z,49.00,7.60
85696,21719,2242,1,2018-04-16T09:55:16.000Z,255.65,23.50
94994,17514,1693,1,2017-08-11T19:43:21.000Z,449.00,52.36
31677,3973,1807,1,2017-12-07T19:55:22.000Z,79.90,15.32
10476,21386,2903,1,2017-10-08T22:56:21.000Z,229.90,17.24
45424,31562,1133,1,2017-08-03T17:05:09.000Z,84.90,14.32
29723,4446,725,1,2017-10-20T04:46:34.000Z,29.99,15.10
95982,32029,426,1,2018-07-20T13:40:16.000Z,89.00,18.72
11829,19773,1414,1,2018-08-29T15:10:10.000Z,44.99,15.42
86317,18713,2809,1,2017-10-09T20:56:32.000Z,56.99,16.16
63968,23403,960,1,2018-06-25T03:31:00.000Z,199.00,14.05
89833,30020,2207,1,2017-06-08T13:45:11.000Z,89.50,16.88
58400,6020,3052,1,2018-03-16T14:15:28.000Z,83.80,15.47
58400,6020,3052,2,2018-03-16T14:15:28.000Z,83.80,15.47
53022,24828,352,1,2018-08-22T12:10:26.000Z,45.00,15.42
77555,15014,1266,1,2018-08-09T07:04:00.000Z,19.90,12.80
98277,3917,1249,1,2017-12-22T16:53:13.000Z,19.90,16.79
34233,25555,1112,1,2018-07-23T18:10:50.000Z,138.90,8.23
69012,8463,988,1,2018-07-02T01:11:30.000Z,29.99,22.93
24840,1894,391,1,2018-08-07T12:44:14.000Z,250.00,32.80
81643,26293,1075,1,2018-06-08T15:55:17.000Z,99.99,24.83
4093,24708,2618,1,2018-06-29T11:56:50.000Z,192.90,20.54
18534,30041,1438,1,2018-06-05T14:30:40.000Z,199.00,13.83
10735,2550,1838,1,2017-06-29T13:23:15.000Z,45.96,16.11
45961,17865,1303,1,2017-09-21T10:30:13.000Z,159.90,14.14
42725,25613,1717,1,2016-10-15T17:16:28.000Z,87.99,16.61
31698,10638,1967,1,2018-04-11T02:30:27.000Z,54.99,7.71
17196,13839,2346,1,2017-09-26T18:05:55.000Z,35.00,16.11
17196,25556,2346,2,2017-09-26T18:05:55.000Z,45.00,16.11
95747,22493,798,1,2018-05-22T19:50:32.000Z,39.00,7.39
95747,22493,798,2,2018-05-22T19:50:32.000Z,39.00,7.39
86047,27105,820,1,2017-10-13T19:49:18.000Z,76.00,15.84
86047,20342,2851,2,2017-10-13T19:49:18.000Z,24.90,5.17
97590,7163,2297,1,2018-06-04T13:31:02.000Z,77.67,15.42
2863,17427,798,1,2018-08-01T20:04:40.000Z,29.00,7.46
68096,3668,2967,1,2017-11-23T20:55:52.000Z,269.90,22.73
42476,12801,367,1,2018-06-26T20:57:59.000Z,69.99,8.65
11003,29281,2956,1,2017-12-14T09:30:25.000Z,249.99,22.85
29947,14058,1133,1,2017-05-30T17:05:28.000Z,102.90,17.97
13098,6949,2909,1,2018-02-13T02:52:34.000Z,59.00,11.91
22689,20334,150,1,2018-01-12T07:31:31.000Z,99.89,16.46
63693,28317,1148,1,2018-08-06T12:31:33.000Z,28.99,16.39
57044,26653,391,1,2018-04-24T17:14:34.000Z,120.00,13.75
59101,25186,2016,1,2017-10-09T04:07:29.000Z,85.00,14.34
51085,13431,391,1,2018-03-30T10:08:35.000Z,69.90,12.43
51085,13431,391,2,2018-03-30T10:08:35.000Z,69.90,12.43
25066,27597,2560,1,2017-12-14T12:55:54.000Z,76.00,15.28
94066,32655,766,1,2018-05-17T18:50:35.000Z,1199.00,32.52
95368,5037,2002,1,2018-07-30T14:35:19.000Z,28.90,13.54
12925,12271,1424,1,2018-08-08T19:44:28.000Z,99.99,11.72
80804,2447,185,1,2017-10-09T09:20:05.000Z,127.90,16.66
61802,2636,2674,1,2018-07-22T23:30:19.000Z,59.80,23.22
52770,29899,2485,1,2017-07-24T16:55:19.000Z,98.00,12.19
86877,32571,2997,1,2018-03-29T21:30:47.000Z,80.00,52.69
32159,6519,2796,1,2018-02-06T22:29:46.000Z,49.00,15.10
16407,6297,1638,1,2018-04-16T08:29:25.000Z,50.90,13.43
11447,6313,1438,1,2018-08-07T10:24:07.000Z,109.00,33.79
11447,10677,3070,2,2018-08-07T10:24:07.000Z,158.60,33.80
34779,24359,471,1,2018-03-06T11:09:46.000Z,139.90,14.58
27462,3254,2574,1,2018-01-17T02:08:51.000Z,89.90,21.12
56900,2645,1540,1,2018-04-04T15:55:33.000Z,67.91,34.57
7609,29349,2480,1,2018-08-02T13:04:23.000Z,105.00,39.01
27862,964,798,1,2018-05-21T08:12:43.000Z,35.00,19.04
70284,3772,1516,1,2017-07-17T04:15:14.000Z,249.90,62.49
66222,19293,2777,1,2017-11-09T04:15:48.000Z,19.90,17.92
90942,31557,1699,1,2017-12-20T15:30:37.000Z,25.90,15.11
54990,20111,1397,1,2017-05-31T03:02:33.000Z,69.90,17.74
68918,11130,1514,1,2018-08-21T11:05:14.000Z,39.90,15.38
87648,18609,2574,1,2018-06-29T18:30:41.000Z,169.90,27.85
87648,18609,2574,2,2018-06-29T18:30:41.000Z,169.90,27.85
44304,30767,2556,1,2018-08-08T15:31:10.000Z,37.80,18.37
63150,1942,524,1,2018-04-30T16:32:02.000Z,139.90,51.48
94878,9307,864,1,2017-11-19T22:50:30.000Z,35.90,9.34
96408,21407,74,1,2017-11-09T14:30:29.000Z,700.00,31.44
5957,18939,2315,1,2018-05-11T16:52:36.000Z,34.72,7.39
93272,19508,726,1,2018-03-06T15:15:30.000Z,20.30,15.10
55931,18142,47,1,2017-09-25T08:24:51.000Z,305.28,15.16
97380,32667,1416,1,2017-03-30T02:11:05.000Z,89.00,24.82
17179,14739,2286,1,2018-04-09T05:50:29.000Z,52.70,15.25
8818,31084,1359,1,2018-08-10T19:31:44.000Z,129.90,27.21
84821,1604,508,1,2017-08-28T09:55:36.000Z,159.99,16.75
301,16145,1549,1,2018-03-22T20:31:55.000Z,299.00,23.17
32409,28346,72,1,2017-06-26T11:34:24.000Z,25.99,7.78
18109,32478,439,1,2018-06-12T09:30:19.000Z,349.97,25.03
94733,2352,1587,1,2018-06-25T03:56:56.000Z,39.99,8.86
12379,22408,1566,1,2017-06-29T06:42:59.000Z,360.90,19.78
54303,19309,203,1,2017-04-19T13:25:17.000Z,99.00,21.14
61661,13431,391,1,2018-01-12T20:12:24.000Z,69.90,16.12
81771,14434,243,1,2018-06-20T00:41:36.000Z,240.00,14.34
65101,9201,2663,1,2017-09-18T15:44:19.000Z,229.90,17.05
65101,9201,2663,2,2017-09-18T15:44:19.000Z,229.90,17.05
65101,9201,2663,3,2017-09-18T15:44:19.000Z,229.90,17.05
65101,9201,2663,4,2017-09-18T15:44:19.000Z,229.90,17.05
80265,19295,2258,1,2018-04-20T19:31:35.000Z,24.90,18.23
45019,24012,2047,1,2018-02-02T08:57:19.000Z,38.48,15.10
45019,24012,2047,2,2018-02-02T08:57:19.000Z,38.48,15.10
45019,24012,2047,3,2018-02-02T08:57:19.000Z,38.48,15.10
58084,22922,282,1,2018-08-02T17:24:21.000Z,99.00,13.35
72296,24575,2246,1,2017-11-26T22:27:29.000Z,99.90,15.45
14626,31582,1414,1,2017-12-04T08:30:54.000Z,84.99,13.15
65462,12266,2256,1,2017-09-13T14:55:24.000Z,19.90,16.11
51413,25751,2649,1,2017-11-30T10:54:52.000Z,119.80,18.73
77832,14417,2096,1,2018-05-22T23:14:36.000Z,24.90,15.23
77832,14417,2096,2,2018-05-22T23:14:36.000Z,24.90,15.23
59822,18119,2674,1,2018-05-04T09:50:17.000Z,119.80,38.89
20147,4466,2725,1,2017-11-22T15:30:25.000Z,129.99,8.16
96244,10367,798,1,2017-11-21T20:31:01.000Z,159.00,12.61
73399,11150,2997,1,2018-01-31T01:55:59.000Z,53.00,34.17
75304,19388,2464,1,2018-06-18T03:13:22.000Z,79.90,23.14
51172,19495,1254,1,2017-04-17T22:15:18.000Z,96.00,11.28
81523,16016,2395,1,2018-05-14T17:31:42.000Z,2550.00,66.00
79425,1056,256,1,2017-08-28T03:25:03.000Z,159.00,69.82
48597,1130,2274,1,2017-07-13T00:55:14.000Z,149.00,18.29
33268,561,1293,1,2018-07-19T04:31:29.000Z,69.00,59.63
86192,29388,1902,1,2018-02-28T16:32:31.000Z,14.98,11.85
53420,11163,2394,1,2018-01-17T12:15:24.000Z,23.99,16.60
22442,10262,558,1,2017-08-29T08:05:33.000Z,339.90,18.82
36001,13966,2118,1,2018-04-25T12:31:35.000Z,54.90,13.74
85387,4275,78,1,2018-03-02T16:31:34.000Z,26.90,15.11
47176,12083,988,1,2018-02-15T21:50:24.000Z,24.99,7.78
98655,24708,243,1,2018-08-22T14:30:18.000Z,199.60,23.33
98477,15819,2803,1,2017-12-12T11:16:23.000Z,69.90,17.74
88300,20895,1837,1,2018-03-22T08:49:44.000Z,59.00,12.85
84269,10193,778,1,2017-10-26T16:32:34.000Z,82.90,8.78
35376,22558,2268,1,2018-05-17T03:37:47.000Z,79.90,13.28
86120,19623,1177,1,2018-05-24T00:14:48.000Z,37.84,8.88
40996,18267,1514,1,2018-08-22T15:50:13.000Z,68.90,7.74
28543,2340,1059,1,2017-10-11T16:14:30.000Z,62.80,14.19
74348,3328,2915,1,2018-08-20T16:44:34.000Z,12.35,7.39
86166,25633,2330,1,2018-02-02T16:31:33.000Z,122.10,8.11
39046,8132,197,1,2018-04-23T14:11:40.000Z,89.99,37.32
87580,17740,2933,1,2018-02-15T09:55:29.000Z,129.00,23.77
39756,15671,694,1,2018-06-13T03:50:02.000Z,199.00,19.47
94547,23732,65,1,2018-01-05T14:06:49.000Z,85.00,21.08
89499,29878,1515,1,2018-06-08T17:50:36.000Z,179.00,27.69
90157,32056,2107,1,2017-12-13T03:14:05.000Z,179.49,15.01
16751,13658,2007,1,2018-04-20T15:31:24.000Z,19.13,15.23
95030,2791,1133,1,2018-05-11T17:55:20.000Z,96.89,14.65
95030,28640,1702,2,2018-05-18T17:55:20.000Z,89.90,14.65
59735,21944,1433,1,2017-11-23T02:09:31.000Z,639.90,101.85
54594,18626,1403,1,2018-07-02T21:51:06.000Z,34.90,48.21
54594,11527,2909,2,2018-07-04T21:51:06.000Z,110.00,30.13
34213,25459,1874,1,2017-07-13T12:25:18.000Z,139.90,18.23
36304,12734,2937,1,2018-03-26T23:10:30.000Z,99.90,19.67
16138,13431,391,1,2017-12-07T14:56:46.000Z,75.00,20.02
4929,1919,1931,1,2018-08-23T11:31:16.000Z,122.99,39.13
20799,9854,976,1,2018-01-16T03:38:31.000Z,150.00,15.81
56141,19524,558,1,2018-07-11T18:35:20.000Z,194.90,52.08
60521,29390,84,1,2017-04-27T01:35:12.000Z,49.50,12.93
26953,32551,2509,1,2018-08-13T03:45:29.000Z,90.49,19.82
30036,7759,3076,1,2018-07-24T15:45:22.000Z,110.32,8.03
84480,9267,1414,1,2017-11-28T03:35:32.000Z,57.99,11.73
66805,13293,524,1,2018-08-14T10:55:20.000Z,169.90,31.99
37410,24945,2906,1,2018-04-19T15:50:41.000Z,59.90,18.30
4829,7941,1807,1,2017-11-19T22:50:36.000Z,79.00,15.30
71204,7666,1886,1,2018-03-28T12:29:35.000Z,159.80,19.00
91477,6047,2113,1,2018-06-26T08:31:39.000Z,226.90,53.94
76238,7183,1629,1,2018-01-23T19:10:39.000Z,7.00,14.10
86469,7699,2464,1,2018-03-06T15:12:06.000Z,259.90,26.66
42608,9822,2521,1,2017-11-30T17:12:26.000Z,33.60,29.39
13803,5624,548,1,2017-05-09T20:55:19.000Z,110.00,15.88
34524,11739,1024,1,2016-10-11T22:58:38.000Z,178.90,21.75
34524,11739,1024,2,2016-10-11T22:58:38.000Z,178.90,21.75
25354,18947,2655,1,2017-12-04T05:50:00.000Z,9.20,15.10
9248,32099,475,1,2017-11-30T15:53:59.000Z,49.00,17.67
62848,3401,2721,1,2018-06-14T10:17:27.000Z,105.00,14.82
40832,23938,704,1,2018-08-29T21:04:35.000Z,285.00,35.76
29143,32418,34,1,2018-07-02T02:15:36.000Z,34.90,15.34
21027,20711,2464,1,2017-04-13T03:22:57.000Z,93.90,16.36
97422,18476,798,1,2017-09-13T10:33:48.000Z,29.00,17.63
68663,24601,174,1,2018-04-05T19:50:10.000Z,44.90,14.16
32592,24477,2529,1,2017-04-17T04:02:03.000Z,44.00,16.05
29081,3457,1573,1,2017-11-27T09:53:23.000Z,45.90,15.11
42846,561,1293,1,2018-04-16T03:55:31.000Z,79.00,13.46
12259,29569,2040,1,2018-01-11T11:57:22.000Z,122.99,14.61
69907,29803,1079,1,2018-08-14T18:35:24.000Z,69.90,7.75
75694,28484,784,1,2018-03-29T13:30:30.000Z,115.00,13.93
49026,22987,2909,1,2018-01-10T14:56:19.000Z,189.00,14.34
77641,16009,798,1,2018-01-10T08:31:57.000Z,149.00,8.30
97956,13933,2760,1,2017-04-04T18:42:35.000Z,25.00,17.78
24101,21458,2967,1,2017-09-25T11:34:20.000Z,200.00,14.52
54501,29532,1469,1,2018-04-03T21:50:11.000Z,119.90,24.97
30072,23241,1959,1,2017-12-15T21:12:36.000Z,193.99,26.20
30140,24121,91,1,2018-07-27T16:31:34.000Z,479.99,21.46
18870,19551,280,1,2018-06-15T17:02:26.000Z,64.00,9.38
93300,3363,644,1,2018-06-08T18:30:48.000Z,54.00,23.31
62561,15669,2464,1,2018-01-24T07:31:24.000Z,69.90,17.74
78237,7381,726,1,2018-02-20T13:27:41.000Z,55.30,11.89
13356,28413,2346,1,2017-05-23T04:55:07.000Z,48.90,12.69
17735,7628,1266,1,2018-08-06T16:24:53.000Z,72.90,14.09
12810,22510,999,1,2017-05-16T22:22:48.000Z,219.90,13.04
3590,27860,725,1,2018-05-02T22:30:53.000Z,46.99,18.23
68324,8291,2747,1,2018-04-06T11:48:42.000Z,139.00,61.35
80187,32030,381,1,2017-10-03T15:07:23.000Z,47.90,12.48
72114,19355,918,1,2018-05-15T09:31:38.000Z,87.00,38.49
38754,16923,2352,1,2017-05-22T13:10:22.000Z,199.90,18.65
85062,25337,1837,1,2017-05-29T01:05:36.000Z,196.00,16.12
12932,21378,2108,1,2018-01-18T19:17:19.000Z,59.90,16.18
90780,20533,2494,1,2018-01-11T02:08:27.000Z,107.00,15.50
258,32570,996,1,2018-01-16T10:09:39.000Z,119.00,17.37
93730,15197,1857,1,2018-07-11T12:45:33.000Z,79.99,11.58
8662,29852,2851,1,2018-07-06T16:31:51.000Z,779.90,67.48
93803,21727,1197,1,2017-10-24T12:04:53.000Z,89.99,12.13
32775,24068,2322,1,2018-06-22T13:57:36.000Z,25.89,19.09
7210,9258,632,1,2017-10-27T11:32:28.000Z,24.90,13.37
33513,4856,1882,1,2018-02-22T06:55:49.000Z,99.99,14.43
1064,8291,2747,1,2018-01-29T15:37:23.000Z,149.00,40.37
45178,15147,2357,1,2018-06-06T03:30:57.000Z,19.95,15.23
38143,30003,2002,1,2017-12-11T02:33:28.000Z,31.90,15.79
62944,25118,2135,1,2017-12-13T23:50:32.000Z,250.00,54.11
15521,1088,2562,1,2017-09-18T13:05:33.000Z,98.90,17.94
53609,24393,902,1,2017-12-05T02:21:32.000Z,235.90,35.45
89354,31641,1012,1,2017-03-19T23:46:04.000Z,59.00,14.58
62600,3828,810,1,2018-01-09T11:31:13.000Z,238.00,36.99
32653,10789,696,1,2018-04-24T21:35:17.000Z,35.90,7.39
32653,10789,696,2,2018-04-24T21:35:17.000Z,35.90,7.39
1017,28640,1133,1,2018-08-07T04:35:22.000Z,96.80,14.98
75470,26655,85,1,2016-10-14T12:02:12.000Z,56.00,20.47
29387,9662,2464,1,2017-12-05T09:39:10.000Z,89.90,3.55
29387,26458,2268,2,2017-12-05T09:39:10.000Z,99.90,35.51
56949,9648,1007,1,2018-05-11T20:35:24.000Z,109.90,18.65
73900,9662,2464,1,2018-01-11T14:48:27.000Z,86.90,21.10
11926,9662,2464,1,2017-08-10T02:23:58.000Z,89.90,12.13
26798,4784,641,1,2018-07-27T16:45:14.000Z,440.00,32.88
89918,32848,2346,1,2018-04-08T22:09:43.000Z,69.00,23.06
65299,5671,728,1,2018-07-11T16:31:21.000Z,39.90,16.47
16538,7760,1145,1,2018-06-12T22:11:14.000Z,29.90,18.23
93113,18409,193,1,2018-05-11T16:15:36.000Z,199.90,18.31
94530,2781,1055,1,2017-12-29T02:39:37.000Z,25.00,23.09
94530,2781,1055,2,2017-12-29T02:39:37.000Z,25.00,23.09
94530,21342,2280,3,2017-12-29T02:39:37.000Z,35.90,5.77
96341,1993,558,1,2017-12-18T03:49:40.000Z,1999.90,27.75
25086,9797,558,1,2017-07-19T10:15:10.000Z,294.90,16.81
19549,14155,2329,1,2018-07-09T23:30:25.000Z,69.99,8.65
12420,6533,2281,1,2018-02-26T08:50:28.000Z,19.90,15.79
20002,12590,1438,1,2018-07-20T16:15:24.000Z,50.00,19.54
40005,14302,716,1,2017-06-19T04:25:23.000Z,34.90,7.78
26089,26470,641,1,2018-07-20T04:31:26.000Z,420.00,24.24
53805,20677,34,1,2018-03-29T20:31:48.000Z,12.90,18.23
57813,32787,383,1,2018-05-31T03:55:14.000Z,19.90,15.14
57813,32787,383,2,2018-05-31T03:55:14.000Z,19.90,15.14
57813,22370,1834,3,2018-06-04T03:55:14.000Z,12.00,7.57
94984,4665,798,1,2017-11-21T12:30:30.000Z,189.00,26.60
35854,4871,2219,1,2017-07-07T17:55:20.000Z,41.50,16.11
14588,8862,396,1,2018-05-03T17:31:01.000Z,44.90,7.39
4097,18049,246,1,2018-08-20T03:10:14.000Z,99.90,22.00
47777,14564,1697,1,2017-12-21T02:17:12.000Z,349.90,18.21
23600,22630,185,1,2017-03-30T16:14:02.000Z,38.50,14.52
33811,6487,1931,1,2018-06-15T16:20:57.000Z,199.99,68.32
65876,3219,1685,1,2017-06-20T08:15:24.000Z,237.00,32.41
31641,17696,117,1,2017-09-05T13:50:20.000Z,195.00,14.97
65557,4003,1934,1,2018-02-27T11:32:07.000Z,130.00,20.15
22251,28247,2445,1,2017-07-28T16:05:52.000Z,109.95,17.21
44856,21889,1772,1,2017-11-28T22:53:28.000Z,99.90,18.27
59900,12661,2239,1,2018-05-04T19:35:30.000Z,80.00,32.31
59900,27779,2655,2,2018-05-04T19:35:30.000Z,91.77,9.69
36667,26765,1514,1,2017-06-13T15:30:20.000Z,344.90,17.17
89044,28611,1183,1,2017-07-19T17:45:13.000Z,199.97,31.70
14990,27580,380,1,2017-04-05T14:55:18.000Z,189.90,23.62
48779,16475,2760,1,2017-07-19T02:55:22.000Z,12.50,15.10
80902,1608,2497,1,2018-03-11T22:10:47.000Z,15.30,11.85
59923,11231,2574,1,2018-05-10T02:15:22.000Z,99.90,26.78
34681,2642,391,1,2018-02-22T18:30:24.000Z,58.00,16.66
9518,31213,1367,1,2018-07-02T05:12:59.000Z,89.99,23.57
37165,7346,475,1,2017-11-30T06:16:20.000Z,49.00,17.64
17836,32200,2037,1,2018-05-23T08:30:34.000Z,74.99,18.10
32846,2326,1968,1,2018-01-26T13:58:55.000Z,129.99,17.16
79760,28017,2684,1,2017-12-14T12:37:18.000Z,199.00,18.96
76689,28447,2346,1,2017-12-26T09:51:21.000Z,125.00,18.12
89693,9662,2464,1,2017-08-24T12:25:10.000Z,89.90,17.88
37897,8150,2956,1,2017-10-19T11:28:16.000Z,279.99,49.40
56232,10332,1249,1,2018-02-07T02:36:05.000Z,18.90,12.48
62648,28444,1718,1,2018-08-09T20:50:28.000Z,167.00,38.08
65294,20058,798,1,2018-01-05T12:06:20.000Z,145.00,8.27
17757,17729,2681,1,2018-04-03T10:35:17.000Z,14.99,15.23
18054,14260,2583,1,2018-03-16T11:11:09.000Z,503.34,24.88
25529,7842,2402,1,2017-08-22T11:05:21.000Z,239.90,26.96
66073,7728,1042,1,2018-07-26T06:41:02.000Z,293.90,15.40
60266,5718,1719,1,2018-06-19T13:06:39.000Z,198.90,19.49
7170,25042,2403,1,2018-02-19T19:07:44.000Z,23.80,14.10
19861,686,2002,1,2018-08-29T10:55:19.000Z,24.90,15.27
5919,27146,2718,1,2018-08-16T21:30:19.000Z,38.00,121.95
76200,20533,2494,1,2017-12-14T16:55:48.000Z,107.00,15.50
83287,26282,1335,1,2018-02-21T03:11:18.000Z,19.99,7.78
91639,11350,1532,1,2016-10-15T05:02:02.000Z,59.90,27.61
77424,25990,1782,1,2018-03-21T03:31:35.000Z,27.90,7.87
62778,15155,1351,1,2017-03-15T02:35:33.000Z,15.18,10.53
62778,15155,1351,2,2017-03-15T02:35:33.000Z,15.18,10.53
62778,15155,1351,3,2017-03-15T02:35:33.000Z,15.18,10.53
62778,15155,1351,4,2017-03-15T02:35:33.000Z,15.18,10.53
62778,15155,1351,5,2017-03-15T02:35:33.000Z,15.18,10.53
62778,15155,1351,6,2017-03-15T02:35:33.000Z,15.18,10.53
424,24330,1414,1,2017-06-15T21:30:18.000Z,56.99,14.15
84662,24001,391,1,2018-07-23T11:25:21.000Z,90.00,18.78
12953,5517,588,1,2018-03-14T21:55:43.000Z,10.90,18.23
12953,5517,588,2,2018-03-14T21:55:43.000Z,10.90,18.23
10157,17888,647,1,2018-07-31T08:50:12.000Z,79.00,34.76
32712,14052,475,1,2017-09-18T19:24:33.000Z,59.90,17.67
32712,14052,475,2,2017-09-18T19:24:33.000Z,59.90,17.67
77879,29569,2040,1,2018-02-21T21:06:13.000Z,122.99,15.61
39789,8190,2494,1,2018-07-06T20:55:22.000Z,119.00,14.41
32320,27314,1189,1,2017-05-03T20:30:21.000Z,28.99,14.52
15825,32403,1569,1,2018-01-11T01:07:05.000Z,44.90,15.79
14121,13353,752,1,2017-11-07T14:45:47.000Z,45.60,15.10
67282,17902,903,1,2017-03-26T22:39:58.000Z,17.82,14.11
67282,17902,903,2,2017-03-26T22:39:58.000Z,17.82,14.11
14490,8362,2744,1,2018-01-05T08:27:34.000Z,198.99,17.15
87310,3255,798,1,2018-08-06T12:50:19.000Z,55.00,3.50
87310,16212,798,2,2018-08-06T12:50:19.000Z,49.00,35.04
70337,13177,2622,1,2017-10-09T04:28:24.000Z,19.90,15.10
54859,22684,2227,1,2017-11-17T04:26:26.000Z,639.00,245.75
57042,31459,2596,1,2017-06-19T12:30:32.000Z,12.99,15.11
57042,31459,2596,2,2017-06-19T12:30:32.000Z,12.99,15.11
57042,31459,2596,3,2017-06-19T12:30:32.000Z,12.99,15.11
57042,31459,2596,4,2017-06-19T12:30:32.000Z,12.99,15.11
