SK_ORDER,SK_PRODUCT,SK_SELLER,NUM_ORDER_ITEM,DAT_SHIPPING_LIMIT,VAL_PRICE,VAL_FREIGHT
27882,17350,858,1,2017-10-04T15:49:42.000Z,449.00,20.39
71440,10854,632,1,2017-09-19T03:25:43.000Z,139.85,16.61
71440,10854,632,2,2017-09-19T03:25:43.000Z,139.85,16.61
52843,22157,1249,1,2018-01-09T04:28:51.000Z,18.90,12.48
47379,20519,1557,1,2017-10-27T15:14:13.000Z,29.90,16.79
87784,14302,716,1,2018-01-18T14:09:30.000Z,39.90,15.10
26883,11562,1003,1,2018-07-27T13:31:22.000Z,59.00,13.07
45262,9079,1190,1,2017-12-13T00:18:33.000Z,199.00,67.69
69206,93,832,1,2018-06-12T20:31:41.000Z,32.00,7.39
32808,8910,391,1,2018-06-13T04:52:02.000Z,110.00,18.35
98835,9662,2464,1,2018-06-11T00:10:44.000Z,79.90,14.65
62834,29946,1629,1,2017-10-30T18:14:26.000Z,24.99,14.10
67320,10572,2346,1,2018-05-02T10:35:25.000Z,79.00,13.91
31266,4599,475,1,2017-11-14T17:55:27.000Z,59.90,17.67
9694,18542,1249,1,2018-02-15T01:48:42.000Z,19.90,15.10
45437,8729,2284,1,2018-05-13T21:31:11.000Z,158.00,15.20
45390,13801,443,1,2018-05-10T15:50:46.000Z,1050.61,25.13
69691,17833,1133,1,2017-08-21T18:44:14.000Z,106.90,18.00
81847,19432,2473,1,2018-04-24T09:11:59.000Z,362.45,25.12
31676,10552,632,1,2017-03-02T13:25:10.000Z,44.55,11.74
16577,8496,1126,1,2017-05-26T19:25:17.000Z,14.99,15.10
16577,8496,1126,2,2017-05-26T19:25:17.000Z,14.99,15.10
16577,8496,1126,3,2017-05-26T19:25:17.000Z,14.99,15.10
16577,8496,1126,4,2017-05-26T19:25:17.000Z,14.99,15.10
45765,25323,423,1,2017-07-18T00:30:32.000Z,125.90,18.13
20343,4392,2321,1,2018-02-02T10:31:18.000Z,99.90,26.84
22768,8291,2747,1,2018-02-05T16:52:46.000Z,149.00,40.37
40376,32841,383,1,2018-02-12T11:50:49.000Z,19.90,14.10
73135,3692,1397,1,2018-07-26T04:25:10.000Z,59.90,9.17
46663,7132,243,1,2018-04-03T09:30:27.000Z,320.00,14.68
41615,21137,496,1,2017-02-18T13:21:46.000Z,59.90,14.59
32887,6665,2596,1,2017-06-19T04:50:29.000Z,29.99,15.11
73438,21165,2909,1,2017-02-22T16:46:42.000Z,69.00,21.17
16685,28958,2014,1,2018-07-02T02:55:03.000Z,56.00,18.69
7741,8727,617,1,2018-03-21T11:29:14.000Z,160.00,19.00
70765,12782,2209,1,2018-08-15T03:55:11.000Z,57.95,22.34
29379,9812,18,1,2018-03-29T16:10:31.000Z,64.90,20.18
29379,9812,18,2,2018-03-29T16:10:31.000Z,64.90,20.18
49016,30690,1282,1,2018-06-13T12:57:03.000Z,849.00,23.52
36075,25188,988,1,2017-10-02T18:06:01.000Z,20.99,11.85
80520,32696,1932,1,2017-04-26T08:02:02.000Z,19.45,14.52
35239,6998,1961,1,2017-05-29T22:10:12.000Z,59.90,34.22
35239,6998,1961,2,2017-05-29T22:10:12.000Z,59.90,34.22
43939,25897,887,1,2018-03-12T11:55:39.000Z,64.90,15.33
84542,15745,68,1,2018-03-20T12:48:27.000Z,128.90,9.26
55396,3164,193,1,2018-05-22T03:31:40.000Z,189.90,13.77
91516,9561,2721,1,2018-03-15T23:15:29.000Z,250.00,97.56
98019,8958,3092,1,2017-10-23T04:24:35.000Z,94.90,35.98
71636,10693,2002,1,2017-05-08T14:25:13.000Z,27.90,20.80
71636,10693,2002,2,2017-05-08T14:25:13.000Z,27.90,20.80
22791,19053,10,1,2017-10-13T12:07:19.000Z,349.90,29.30
82403,11242,1502,1,2018-03-01T20:20:25.000Z,110.99,33.23
76396,8955,2492,1,2017-11-23T11:55:31.000Z,190.83,12.84
62526,22161,1110,1,2017-06-19T19:55:19.000Z,99.50,35.07
14241,17091,1303,1,2018-03-15T20:08:42.000Z,104.00,14.82
53378,19151,1247,1,2018-03-12T03:49:43.000Z,79.00,15.30
48329,27877,1931,1,2018-03-28T19:08:14.000Z,61.99,24.56
14941,14765,1993,1,2017-05-24T04:10:29.000Z,419.90,17.69
94439,26070,1549,1,2018-05-07T09:30:28.000Z,299.00,23.17
24912,20487,243,1,2018-08-28T14:51:17.000Z,175.00,19.33
58697,15894,375,1,2017-08-17T12:35:22.000Z,49.90,14.10
42460,24601,174,1,2017-07-13T14:43:32.000Z,44.90,11.85
42460,24601,174,2,2017-07-13T14:43:32.000Z,44.90,11.85
77999,26129,725,1,2018-08-17T10:30:22.000Z,38.95,15.37
54129,10240,2040,1,2018-03-15T01:31:04.000Z,159.77,16.00
95856,32610,1719,1,2018-07-05T23:30:07.000Z,132.90,19.03
45244,10187,68,1,2017-04-20T02:50:12.000Z,36.85,21.85
88493,32210,1183,1,2017-05-22T15:22:12.000Z,124.99,21.88
17020,17593,988,1,2018-06-26T04:18:43.000Z,94.99,13.33
82612,18697,2721,1,2017-12-01T20:13:19.000Z,32.99,16.11
81239,3517,1554,1,2018-01-10T14:30:26.000Z,89.90,17.07
55938,17204,168,1,2017-12-29T14:28:25.000Z,173.00,14.96
41179,31786,116,1,2017-06-06T18:22:47.000Z,44.90,16.11
87965,32159,2959,1,2018-08-30T19:04:07.000Z,85.00,13.26
63289,32099,475,1,2018-02-15T13:28:18.000Z,49.90,13.37
44433,26609,174,1,2018-01-18T17:31:10.000Z,54.99,21.18
43422,13985,1931,1,2018-06-12T17:53:08.000Z,66.99,22.97
96959,10287,863,1,2018-08-20T15:35:26.000Z,69.99,14.80
75937,12577,2618,1,2018-08-08T23:31:34.000Z,268.90,19.98
54086,14346,1414,1,2017-12-28T09:51:42.000Z,84.99,16.35
68864,28572,2003,1,2017-11-30T03:12:39.000Z,34.99,9.34
68864,28572,2003,2,2017-11-30T03:12:39.000Z,34.99,9.34
68864,28572,2003,3,2017-11-30T03:12:39.000Z,34.99,9.34
