SK_ORDER,SK_PRODUCT,SK_SELLER,NUM_ORDER_ITEM,DAT_SHIPPING_LIMIT,VAL_PRICE,VAL_FREIGHT
78778,5746,1389,1,2018-08-01T01:04:18.000Z,45.97,9.63
14845,4599,475,1,2017-10-11T02:49:16.000Z,59.90,17.67
14845,4599,475,2,2017-10-11T02:49:16.000Z,59.90,17.67
42983,3048,1414,1,2018-08-24T10:35:25.000Z,58.99,7.67
24574,5440,2221,1,2018-05-02T15:16:17.000Z,208.00,24.39
74944,28355,371,1,2017-04-27T05:10:35.000Z,199.00,12.00
55734,32099,475,1,2017-07-25T06:43:02.000Z,59.90,13.44
32869,32560,2808,1,2018-08-01T21:50:19.000Z,65.90,13.12
38638,3090,2834,1,2018-04-26T15:32:17.000Z,69.90,39.57
26081,31745,2108,1,2017-09-11T09:30:16.000Z,89.90,17.88
63059,6576,1739,1,2018-06-18T22:16:31.000Z,79.90,16.75
62192,10342,1475,1,2017-02-24T16:18:50.000Z,598.40,41.76
85871,13573,269,1,2017-12-14T18:10:14.000Z,70.97,13.52
95769,2040,2208,1,2017-04-03T19:35:14.000Z,129.99,11.09
33301,25990,1782,1,2018-06-18T02:31:13.000Z,27.90,22.13
11495,32099,475,1,2017-08-08T02:55:29.000Z,59.90,13.44
37151,1127,201,1,2017-07-27T21:10:06.000Z,44.90,13.50
13053,2510,719,1,2018-08-21T15:05:34.000Z,119.90,15.91
79204,3645,391,1,2018-03-19T03:50:43.000Z,12.00,7.39
57165,123,1042,1,2018-08-23T11:30:17.000Z,44.90,13.65
33545,15669,2464,1,2018-05-21T15:30:58.000Z,69.90,16.15
4266,19814,2622,1,2018-01-16T03:32:33.000Z,27.90,15.10
4266,19814,2622,2,2018-01-16T03:32:33.000Z,27.90,15.10
86296,17940,472,1,2018-04-03T15:55:23.000Z,49.90,26.43
86296,17940,472,2,2018-04-03T15:55:23.000Z,49.90,26.43
47620,21584,582,1,2017-04-03T03:45:21.000Z,299.00,16.26
21243,28640,1133,1,2018-05-04T18:55:21.000Z,89.90,13.75
4935,29349,2480,1,2018-08-09T07:45:12.000Z,105.00,23.89
59320,28476,2618,1,2018-06-04T16:55:26.000Z,157.00,18.98
51140,1738,2129,1,2017-11-30T00:31:19.000Z,687.00,27.18
79652,12087,1183,1,2017-02-19T10:58:00.000Z,89.99,25.12
10212,1239,473,1,2018-02-22T19:46:34.000Z,69.90,12.62
68022,4512,1561,1,2017-07-26T19:30:19.000Z,41.90,15.10
46372,10217,280,1,2018-07-05T02:52:15.000Z,129.00,18.70
43118,17349,1549,1,2017-12-18T03:54:27.000Z,129.00,18.15
2668,27996,1183,1,2017-07-28T00:30:15.000Z,119.94,28.20
66655,26204,988,1,2018-01-25T15:56:15.000Z,27.99,14.10
37657,28854,988,1,2017-12-01T10:54:29.000Z,21.99,14.10
6627,2446,47,1,2017-09-08T02:24:50.000Z,129.20,17.34
91114,16402,391,1,2018-01-30T15:08:07.000Z,140.00,27.43
26416,26048,644,1,2018-06-21T11:39:30.000Z,29.49,9.52
10577,27324,2909,1,2017-05-05T11:03:28.000Z,89.00,22.55
1459,26376,1837,1,2017-08-30T09:30:20.000Z,40.90,15.10
56880,7346,475,1,2017-10-10T02:43:59.000Z,59.90,13.44
56880,7346,475,2,2017-10-10T02:43:59.000Z,59.90,13.44
56880,7346,475,3,2017-10-10T02:43:59.000Z,59.90,13.44
42005,30504,798,1,2018-07-27T20:24:25.000Z,59.00,13.07
9308,5536,2002,1,2017-03-15T13:30:09.000Z,20.90,14.11
10256,32038,2516,1,2017-03-20T12:58:42.000Z,350.00,19.74
75652,10966,1249,1,2017-09-28T14:30:19.000Z,18.90,16.79
7950,27316,2494,1,2017-12-18T22:50:56.000Z,107.00,17.46
54074,22514,2014,1,2018-01-11T13:58:24.000Z,32.99,13.37
96234,22121,2394,1,2017-07-24T05:50:30.000Z,47.99,12.69
82107,19492,1934,1,2018-05-22T02:58:59.000Z,109.90,27.50
1403,31271,3027,1,2018-07-23T20:26:13.000Z,337.18,39.27
61297,27499,3047,1,2017-11-09T11:50:20.000Z,215.56,21.91
24664,29696,2071,1,2018-03-23T11:30:50.000Z,49.99,7.39
34199,29869,574,1,2018-01-22T16:52:20.000Z,98.00,18.26
66152,25773,1273,1,2018-07-02T18:43:53.000Z,399.00,11.54
917,11579,2618,1,2018-01-30T20:19:22.000Z,579.00,15.55
16689,23411,2108,1,2016-10-13T03:10:59.000Z,39.90,13.40
16689,18433,2108,2,2016-10-13T03:10:59.000Z,39.90,15.64
50779,7960,2394,1,2018-01-11T16:12:26.000Z,25.70,18.89
46456,27313,1264,1,2018-02-05T14:41:33.000Z,149.87,16.81
22276,8342,2211,1,2018-08-03T01:10:09.000Z,138.00,18.99
28880,4288,1043,1,2018-03-08T13:15:32.000Z,129.90,21.71
97541,19281,829,1,2018-07-31T02:45:22.000Z,35.00,7.51
24339,7416,233,1,2018-02-12T22:31:19.000Z,197.00,17.14
78323,25814,902,1,2017-11-28T21:29:45.000Z,246.62,28.27
78323,25814,902,2,2017-11-28T21:29:45.000Z,246.62,28.27
23121,2796,303,1,2018-03-22T12:50:33.000Z,89.80,7.49
14179,27161,1145,1,2017-09-05T07:00:05.000Z,35.90,16.11
88732,26149,1648,1,2018-04-19T18:30:43.000Z,219.98,24.83
73432,23043,2246,1,2017-12-13T03:12:17.000Z,16.90,14.10
18962,29887,1293,1,2018-02-01T21:17:11.000Z,104.00,15.48
77138,26316,1986,1,2018-04-09T19:55:20.000Z,499.99,110.52
83553,12026,2464,1,2017-04-13T15:15:21.000Z,65.90,11.85
74362,29950,2026,1,2017-08-20T22:25:10.000Z,77.68,12.90
74362,19666,2026,2,2017-08-20T22:25:10.000Z,83.36,12.90
14134,20621,2494,1,2018-01-29T00:56:07.000Z,107.00,13.77
71091,1750,1414,1,2017-07-14T18:23:31.000Z,19.99,7.78
5965,31336,550,1,2018-08-14T17:25:10.000Z,78.50,23.27
4657,23045,2258,1,2018-05-17T03:30:50.000Z,64.90,18.33
93736,28611,1183,1,2018-04-10T17:30:22.000Z,186.97,38.95
93736,28611,1183,2,2018-04-10T17:30:22.000Z,186.97,38.95
93736,6501,1183,3,2018-04-10T17:30:22.000Z,159.94,7.49
93736,28611,1183,4,2018-04-10T17:30:22.000Z,186.97,38.95
93736,28611,1183,5,2018-04-10T17:30:22.000Z,186.97,38.95
29364,28423,2494,1,2018-02-23T11:26:46.000Z,120.00,13.18
70074,3909,2002,1,2018-08-30T03:29:44.000Z,22.32,17.09
63118,6029,548,1,2017-08-10T02:25:21.000Z,19.90,16.79
89008,32146,75,1,2018-03-01T14:15:52.000Z,463.00,15.37
95213,593,1426,1,2018-07-06T17:11:01.000Z,19.80,7.88
78963,4803,2817,1,2018-08-20T22:29:19.000Z,29.99,15.31
33607,8949,2719,1,2018-04-30T17:32:25.000Z,399.00,54.92
23935,4592,2365,1,2018-01-19T19:08:46.000Z,259.90,18.26
54391,30531,1981,1,2017-07-12T03:25:32.000Z,59.90,15.18
2542,22005,299,1,2018-05-09T21:50:56.000Z,29.45,19.32
38071,30846,2945,1,2018-05-02T21:30:24.000Z,1700.00,30.87
60198,16387,2037,1,2017-03-08T14:50:10.000Z,109.99,29.70
60198,16387,2037,2,2017-03-08T14:50:10.000Z,109.99,29.70
48523,30895,1367,1,2018-06-12T19:51:42.000Z,70.99,11.15
48523,30895,1367,2,2018-06-12T19:51:42.000Z,70.99,11.15
15421,20663,2208,1,2017-10-26T09:28:15.000Z,119.99,12.04
59990,6557,1248,1,2018-08-07T14:50:14.000Z,201.90,19.56
19807,25012,404,1,2018-08-27T11:35:20.000Z,14.30,7.39
67114,29569,2040,1,2018-04-05T12:55:32.000Z,122.99,15.74
10422,28134,1076,1,2018-07-26T09:03:37.000Z,47.90,18.49
87489,18220,1819,1,2018-02-07T13:10:43.000Z,129.00,15.65
55897,10162,1424,1,2018-03-09T16:31:15.000Z,139.99,16.74
2103,4599,475,1,2018-02-21T02:56:00.000Z,49.90,17.60
70688,1978,2114,1,2017-05-04T12:36:09.000Z,381.99,37.66
90834,8800,1874,1,2018-03-20T02:49:08.000Z,179.90,18.17
42765,22926,206,1,2017-10-25T21:35:31.000Z,69.90,18.06
35023,1849,602,1,2017-03-13T11:55:19.000Z,269.90,30.35
39037,21396,810,1,2018-02-08T13:30:12.000Z,89.30,25.91
94503,2873,2268,1,2018-08-13T20:05:16.000Z,124.90,18.00
74099,3157,1099,1,2017-06-12T09:15:17.000Z,43.90,16.05
19712,1007,3091,1,2018-07-27T15:04:24.000Z,79.00,38.82
91500,24946,3072,1,2018-08-07T14:50:18.000Z,31.99,22.15
69625,13431,391,1,2018-05-24T08:30:47.000Z,69.90,0.00
4787,1145,1255,1,2017-10-24T02:57:55.000Z,75.00,17.81
34841,21970,333,1,2018-05-04T15:55:15.000Z,13.65,27.41
60054,29234,117,1,2017-09-25T00:50:11.000Z,165.99,28.54
52502,20278,2655,1,2018-07-06T13:30:59.000Z,128.00,13.56
12629,13876,1530,1,2018-01-17T19:34:30.000Z,166.99,23.49
21750,794,2618,1,2018-03-20T11:35:37.000Z,120.00,26.92
45003,28484,784,1,2017-12-22T12:45:35.000Z,124.99,21.67
65721,28596,863,1,2018-08-21T09:49:46.000Z,56.10,19.58
65770,23911,732,1,2017-11-14T15:10:35.000Z,91.89,18.21
53231,22026,95,1,2017-12-26T00:31:47.000Z,169.90,13.74
35645,22346,1852,1,2018-02-08T02:53:38.000Z,79.99,16.32
4035,3402,1874,1,2017-12-28T14:34:23.000Z,149.90,18.30
2785,9574,1862,1,2018-06-22T10:31:06.000Z,68.64,11.50
2785,9574,1862,2,2018-06-22T10:31:06.000Z,68.64,11.50
6240,23440,2721,1,2018-08-06T22:31:38.000Z,20.89,11.17
6240,23440,2721,2,2018-08-06T22:31:38.000Z,20.89,11.17
6240,23440,2721,3,2018-08-06T22:31:38.000Z,20.89,11.17
6240,23440,2721,4,2018-08-06T22:31:38.000Z,20.89,11.17
9097,27043,2618,1,2018-05-17T19:57:59.000Z,96.00,13.38
55317,19269,2871,1,2018-06-21T19:17:54.000Z,65.90,19.37
38988,168,782,1,2018-03-15T02:30:31.000Z,54.90,19.35
12915,29508,2461,1,2017-11-17T12:06:43.000Z,259.00,16.56
56114,27168,2159,1,2017-09-21T10:55:23.000Z,36.40,11.73
93680,18182,2477,1,2017-01-25T17:17:20.000Z,79.61,10.00
93680,18182,2477,2,2017-01-25T17:17:20.000Z,79.61,10.00
93680,18182,2477,3,2017-01-25T17:17:20.000Z,79.61,10.00
93680,18182,2477,4,2017-01-25T17:17:20.000Z,79.61,10.00
93680,18182,2477,5,2017-01-25T17:17:20.000Z,79.61,10.00
80633,1431,1020,1,2018-08-07T04:05:34.000Z,25.00,12.84
36834,4678,2305,1,2017-02-23T08:46:16.000Z,86.96,26.11
51782,30960,3052,1,2018-04-04T21:30:13.000Z,104.90,23.66
51782,30960,3052,2,2018-04-04T21:30:13.000Z,104.90,23.66
51782,30960,3052,3,2018-04-04T21:30:13.000Z,104.90,23.66
50251,19974,1303,1,2017-05-23T03:45:15.000Z,104.00,13.07
85470,13388,2394,1,2017-11-17T02:50:47.000Z,43.00,16.11
21866,17928,864,1,2018-01-30T02:37:39.000Z,52.90,22.69
46022,14052,475,1,2017-11-30T15:14:13.000Z,49.00,17.64
51965,29714,1894,1,2017-04-11T20:05:14.000Z,329.90,16.48
35728,15292,988,1,2018-08-08T20:44:31.000Z,24.99,7.44
29309,14611,1718,1,2018-02-26T18:50:24.000Z,140.00,15.73
41495,32256,810,1,2018-01-19T11:50:28.000Z,163.73,13.28
41495,32256,810,2,2018-01-19T11:50:28.000Z,163.73,13.28
71674,29444,2346,1,2017-08-09T17:23:43.000Z,79.00,13.57
80680,30939,2387,1,2018-03-28T14:48:42.000Z,59.00,18.29
64256,19156,858,1,2017-10-06T02:30:55.000Z,399.00,22.03
35527,12681,732,1,2017-11-27T19:30:31.000Z,57.39,9.34
23203,14433,7,1,2017-11-07T04:15:09.000Z,222.98,39.11
28733,11493,2618,1,2017-11-28T20:34:27.000Z,170.00,21.68
66767,21486,2663,1,2017-12-05T08:35:28.000Z,209.90,16.22
69233,28197,1912,1,2017-05-31T16:00:06.000Z,34.99,17.60
64598,1439,1955,1,2018-06-12T10:50:55.000Z,45.50,20.16
64598,25195,1904,2,2018-06-12T10:50:55.000Z,59.90,16.36
54789,4012,2824,1,2018-07-26T04:25:26.000Z,13.99,7.39
15658,7687,2956,1,2017-05-09T15:22:54.000Z,299.99,17.31
85257,23684,2809,1,2018-02-01T02:43:27.000Z,56.99,12.74
85257,24751,2809,2,2018-02-01T02:43:27.000Z,56.99,12.74
44164,30319,2778,1,2017-11-27T03:59:25.000Z,35.90,15.10
96015,12427,2346,1,2018-03-29T11:32:32.000Z,34.50,19.32
86869,7219,67,1,2018-02-14T18:50:48.000Z,100.00,14.45
86869,7219,67,2,2018-02-14T18:50:48.000Z,100.00,14.45
3078,9522,1745,1,2017-11-23T08:47:00.000Z,39.99,9.34
47699,22043,644,1,2017-08-18T16:45:21.000Z,31.49,9.94
12155,17878,1148,1,2018-05-17T03:10:25.000Z,18.00,16.32
12155,17878,1148,2,2018-05-17T03:10:25.000Z,18.00,16.32
12155,17878,1148,3,2018-05-17T03:10:25.000Z,18.00,16.32
12155,17878,1148,4,2018-05-17T03:10:25.000Z,18.00,16.32
12155,17878,1148,5,2018-05-17T03:10:25.000Z,18.00,16.32
12155,17878,1148,6,2018-05-17T03:10:25.000Z,18.00,16.32
1859,20879,1457,1,2018-03-15T19:28:52.000Z,152.80,16.08
33252,32761,2268,1,2017-12-05T20:30:53.000Z,135.90,13.29
24213,22072,2949,1,2018-04-26T03:30:43.000Z,36.99,7.39
13376,19387,548,1,2018-07-03T02:53:16.000Z,75.00,17.46
13376,19387,548,2,2018-07-03T02:53:16.000Z,75.00,17.46
13376,19387,548,3,2018-07-03T02:53:16.000Z,75.00,17.46
13376,19387,548,4,2018-07-03T02:53:16.000Z,75.00,17.46
13376,19387,548,5,2018-07-03T02:53:16.000Z,75.00,17.46
25810,5845,665,1,2018-03-20T14:31:55.000Z,149.00,39.09
95487,22812,1496,1,2018-08-10T20:15:22.000Z,99.90,19.89
16390,14373,375,1,2018-06-08T10:30:40.000Z,39.90,19.04
64890,1170,441,1,2018-01-29T03:52:59.000Z,149.90,26.33
14012,17243,2148,1,2018-07-31T16:05:25.000Z,36.89,7.52
65891,18986,912,1,2017-06-08T14:42:21.000Z,79.99,16.81
80774,3090,2834,1,2017-06-05T20:24:09.000Z,69.90,12.83
61915,18590,1692,1,2018-06-18T04:31:26.000Z,129.00,18.78
20165,10288,782,1,2018-03-13T02:31:33.000Z,59.90,23.00
53349,6053,1233,1,2017-03-10T02:30:17.000Z,29.90,22.28
53349,6053,1233,2,2017-03-10T02:30:17.000Z,29.90,22.28
37464,27249,934,1,2017-09-21T01:11:04.000Z,599.00,89.35
64687,3400,471,1,2017-12-14T13:30:47.000Z,54.90,17.63
26261,19813,776,1,2018-06-13T14:32:46.000Z,179.00,104.80
58167,1165,1389,1,2018-04-16T03:50:26.000Z,22.97,18.23
21695,24708,243,1,2018-04-24T08:30:49.000Z,199.99,19.28
85747,11200,2385,1,2017-07-20T15:30:10.000Z,23.80,7.78
44825,1186,1719,1,2018-05-22T13:19:47.000Z,178.00,16.13
94993,14285,1793,1,2017-01-30T12:49:54.000Z,129.99,29.95
85878,27037,2652,1,2017-01-15T12:49:53.000Z,10.99,15.65
92259,8206,2161,1,2017-10-05T12:25:03.000Z,79.90,16.81
85740,2646,1549,1,2017-11-30T03:10:56.000Z,49.00,16.92
72894,4389,471,1,2018-02-22T06:50:47.000Z,57.90,13.08
42751,26494,2464,1,2017-05-31T17:10:12.000Z,74.00,12.02
39918,29234,117,1,2017-07-26T08:30:16.000Z,205.00,22.27
44083,32869,2389,1,2018-06-21T20:16:22.000Z,253.90,67.67
38258,14651,121,1,2017-10-26T16:07:04.000Z,139.90,22.85
93235,27846,2851,1,2018-03-15T02:30:46.000Z,55.90,14.48
39199,6020,3052,1,2018-04-30T18:31:11.000Z,83.80,13.58
34906,32147,2346,1,2018-01-03T04:09:48.000Z,79.00,17.80
75603,19786,1706,1,2018-02-06T20:55:57.000Z,37.99,25.63
35847,18500,1891,1,2018-01-26T13:53:54.000Z,49.90,8.72
86656,25920,286,1,2017-12-04T15:38:29.000Z,69.90,13.82
86656,17740,2933,2,2017-12-04T15:38:29.000Z,129.00,23.82
45410,5998,529,1,2018-03-16T16:15:53.000Z,44.00,18.23
71011,15359,69,1,2017-04-11T20:05:11.000Z,1775.00,18.23
61530,9489,503,1,2017-05-12T01:02:06.000Z,119.90,13.86
11397,12938,2974,1,2017-12-19T06:54:32.000Z,139.90,21.38
30956,6998,1961,1,2018-05-11T16:15:38.000Z,72.90,8.88
73779,3048,1414,1,2017-08-11T06:45:19.000Z,58.99,24.96
10320,13247,2364,1,2017-05-15T17:25:16.000Z,19.90,7.78
49621,6920,2909,1,2017-08-11T15:55:16.000Z,79.50,16.32
80700,7046,990,1,2017-09-08T03:04:15.000Z,44.10,7.78
58715,5220,2464,1,2017-12-13T22:10:54.000Z,220.00,26.38
23731,12864,269,1,2017-07-21T06:43:14.000Z,87.99,13.64
