SK_CUSTOMER,ID_CUSTOMER,COD_ZIP,DES_CITY,COD_STATE
78,1b2cb35b19b40b61f953d32ea157b337,83709,Araucaria,PR
79,12d1b4294fef21016c9614eb31e55e15,11347,Sao Vicente,SP
80,f6529ffebe6b3440d45d89604a4239ac,26272,Nova Iguacu,RJ
81,8264e3518163dd09211870b24a5d741d,05415,Sao Paulo,SP
82,8392e3d4cfeec63f2a8bfea68bf1f91f,59655,Areia Branca,RN
83,38d1cd89306128348ffdf4cc23f3a50a,04548,Sao Paulo,SP
84,91ec76836092bba85d11761078ed7bb5,28010,Campos Dos Goytacazes,RJ
85,f9dfa0a2934ffbb22e66924952548be8,13573,Sao Carlos,SP
86,5a3260cfde2a918b597dada7ddd247bb,02175,Sao Paulo,SP
87,ee3a81b2771fec5f9e982cdb1b3a4804,37500,Itajuba,MG
88,784c407781aa34749a388c9283782b56,90670,Porto Alegre,RS
89,3f6ede29d4c69cd3316d2035b6cec1fb,09890,Sao Bernardo Do Campo,SP
90,6bed27564bd99d78d09c1fac13da56fd,13321,Salto,SP
91,670254dd2e886ffe621b3831afb47d7d,44380,Cruz Das Almas,BA
92,f7cb015ff73be957ee6a30e2577742c5,27700,Vassouras,RJ
93,ea2196dc456ba36fe4f6b81dca4867d4,44033,Feira De Santana,BA
94,09241c552e9fe2420997a6c535e9d408,04537,Sao Paulo,SP
95,e50a30de3c32f9406a7185f40ce6874d,71540,Brasilia,DF
96,f89c1a6b9c966869e441e55bc14acddc,13569,Sao Carlos,SP
97,23e96758fd640560e9b1fbcda90abfc4,05565,Sao Paulo,SP
98,369708cabd9831ea6fde670a3b602a92,03636,Sao Paulo,SP
99,5f8b4882b5a4ec7bf6d2107e6cd0cf29,24120,Niteroi,RJ
100,ad6891a1937cb8723a2c08ba1ae59873,65058,Sao Luis,MA
101,ae76a4650235ab18764708174f1da31e,02983,Sao Paulo,SP
102,a1b9e0e44dbb043645cd14b00849a705,04105,Sao Paulo,SP
103,443b534d0d27a8aa9a184d4869bcbe7a,89260,Jaragua Do Sul,SC
104,126cf4e9fd189d2d64bc9b112fd6a5e8,62016,Sobral,CE
105,530220145a68ef57f0cc54faf1061f8c,35500,Divinopolis,MG
106,4cc465bb8ccb079ba561852ffa794668,08743,Mogi Das Cruzes,SP
107,9b7822c67a91b431e9254007b587214d,71928,Brasilia,DF
108,1f6ba909178c5b0e523cabcadb617a4c,04938,Sao Paulo,SP
109,39c9dc82d5f60eb1ee8bc4fe4aa29dc6,02209,Sao Paulo,SP
110,560829a36d563e8395cc073071a02bfd,25850,Paraiba Do Sul,RJ
111,b80adce6a72fc096b80a540312a24a95,53437,Paulista,PE
112,eb67e9bd3357fbacdbef99759f919573,04710,Sao Paulo,SP
113,70a8cfb1730fd53e5c15f2a62e1e5448,06382,Carapicuiba,SP
114,8891eb5ca0e28df961b2b5b8f3c0eb23,02632,Sao Paulo,SP
115,eb03682e1118b3af176b229932bfa8be,95765,Bom Principio,RS
116,db781c2a257ae6fb647104d94c9af367,02631,Sao Paulo,SP
117,fe6d73ac006153a398439253006e5adc,36780,Astolfo Dutra,MG
118,aa0fbd830c89acc3d79d311ff43d0920,80050,Curitiba,PR
119,af9d76931724cedc3b32de0c5aabcc8a,30664,Belo Horizonte,MG
120,b0964d76975dbc174b623b5a300973d5,86990,Marialva,PR
121,bf60fa574e188373d3cb331d04aeb4f1,08490,Sao Paulo,SP
122,66cc929741c3d1d277e05b4540bf9a8c,15015,Sao Jose Do Rio Preto,SP
123,e32daa14dfa90eff675034dc7d462cf3,28909,Cabo Frio,RJ
124,23ff88906d6e5bfbb904867f888b3658,32140,Contagem,MG
125,8d1b923f85a34afac5bd669d50417602,38410,Uberlandia,MG
126,7897c2b0a7cb0636ec2d75020c14c1a5,86640,Cafeara,PR
127,3ccb27f9c7ee205656acef98c19fc061,91340,Porto Alegre,RS
128,ab23bc8d29aaf7a3978d8e819817575b,14600,Sao Joaquim Da Barra,SP
129,c82a5e4fafdbeb34f08928ccfba27d14,85854,Foz Do Iguacu,PR
130,7e468d618e16c6e1373fb2c4a522c969,30421,Belo Horizonte,MG
131,dc53883e94804c81b4afdf2c23478d97,09862,Sao Bernardo Do Campo,SP
132,53b6d45cb9684a4b93e0ba2030222456,24431,Sao Goncalo,RJ
133,f7c5afab273b47ab517e096e0219b932,08686,Suzano,SP
134,faafae37ddb3e4af81c10a397bcca35f,07243,Guarulhos,SP
135,acca74d2a60c03b46a5256c02cef9244,89120,Timbo,SC
136,cb96e80748675729d4d3857321cacb26,88348,Camboriu,SC
137,05323a24770d4897bba59aab79f6d7b0,95340,Nova Bassano,RS
138,e255bea28fdeb105b85a23947349cca5,96215,Rio Grande,RS
139,8b47e5ba29a9cd9947ee6be2f025ed66,71665,Brasilia,DF
140,c67de3b27c091f07a35cd57362cf225e,12929,Braganca Paulista,SP
141,f0bbb754a5855f669094d5049c09c548,78600,Barra Do Garcas,MT
142,0fd53cbc9dc85be3e9d7c6e74bc957a5,04960,Sao Paulo,SP
143,d387341bbce5ab96e3647bb0e8d0b55a,06835,Embu,SP
144,f46e1689a2c6031af912a19a489a6329,09784,Sao Bernardo Do Campo,SP
145,d6ea00d4a2dca6a01c708931b325a9e5,73020,Brasilia,DF
146,2f79ca5a979f66eb36747f4b354be942,88840,Urussanga,SC
147,a6c49eaa9ed575df1a3476b20668ab3b,37589,Silvianopolis,MG
148,2f97782bbc64b71cba9e79d12757479b,05874,Sao Paulo,SP
149,8e13b94866f3b17a0b57139b90df1a4e,39505,Gameleiras,MG
150,f4b8696f625adaeef763cc9cd712c921,66050,Belem,PA
151,dc0a596a36f033e89eeecbbbaa5603e9,37701,Pocos De Caldas,MG
152,154e666b681104319714a99a3ab71e44,32070,Contagem,MG
153,08ef50ea1923ce347f194bbc8d8e40e9,11065,Santos,SP
154,caa060324a30054bae148e4d7ad1da22,12970,Piracaia,SP
155,7f2357cfd99c900565e6ffd6d2708d9d,22251,Rio De Janeiro,RJ
156,d8eaef18d54f26637bdd57fb1254bbb6,11035,Santos,SP
157,eb66863a17ee48ce53653ee4afd4af21,78557,Sinop,MT
158,ae8db0691449a44352e7d535ddf78c5e,11440,Guaruja,SP
159,8df178ced93d8d488dfceefc8f619d9a,06401,Barueri,SP
160,3469ebe2f9aa5e08f1a85ecf20b549e0,05590,Sao Paulo,SP
161,666bc6ad016f3a24ccc0d0bcd878f8ee,95770,Feliz,RS
162,f20afd4cc727293b97398aa1c665e9cc,04679,Sao Paulo,SP
163,e559ddc91d9410c38d576e423ffbb67b,30330,Belo Horizonte,MG
164,cfde53fd036308dba103823ba561b885,12270,Jambeiro,SP
165,23e22609b3a5ccd8fcf8cd0cf8a28f7f,15050,Sao Jose Do Rio Preto,SP
166,0f3c6edd9f58c263db53fdb1783a249d,35160,Ipatinga,MG
167,69572b6a8713a15e9f1fa80b1620daf4,17602,Tupa,SP
168,4d5110d0a2b5239cb983610da1d18774,04427,Sao Paulo,SP
169,5195c80d2034a6123f3866574cfffde8,70750,Brasilia,DF
170,bd30c8ec7f7139af7195e1f7f031e131,89031,Blumenau,SC
171,9712f52bb03dbf1e5f778230d13d96cc,15275,Moncoes,SP
172,21fb2ebc5077f72af04e6ead0763eba5,22290,Rio De Janeiro,RJ
173,b47973c8ea3acd5c549120a28d31f62c,03563,Sao Paulo,SP
174,80b5a39f1962bdc67b8ac0a96936a7b6,88330,Balneario Camboriu,SC
175,c4c3372671aab4ba29e3e410ed8fc5e3,20030,Rio De Janeiro,RJ
176,0981cb5376215f2570ccacd95d6ef3f6,04723,Sao Paulo,SP
177,89056b2877a2be69b4e9c9d7ebc3ae5d,65430,Vargem Grande,MA
178,9d46b89032f34a48706407829dbb55b5,79130,Rio Brilhante,MS
179,9e0628923d9fe029c079eb11ae72d241,36855,Eugenopolis,MG
180,a1d79dad5150f0021ad8bc433364aa4f,66055,Belem,PA
181,0ca483f116807018eaa073ff9ad84246,15054,Sao Jose Do Rio Preto,SP
182,277046fb06e3f5185b0f4a816b811286,13142,Paulinia,SP
183,019200fa574c9eda0fbc82c71fcc8fbe,03951,Sao Paulo,SP
184,668719742fade470e60fa657269c7784,13214,Jundiai,SP
185,8541665e9f73b628748b234cf6bb46bd,03127,Sao Paulo,SP
186,0f2472966982432136bd3dc7098d5bde,09030,Santo Andre,SP
187,b06429ef920fcfdd75713c712c9ee7b7,12240,Sao Jose Dos Campos,SP
188,46c6a82294d359a290ff408b11cbb643,22251,Rio De Janeiro,RJ
189,4ad4f929392158a3bb76b3ec02a751b2,13045,Campinas,SP
190,332fa01da1b4e11dfbc8df1ed883a467,30830,Belo Horizonte,MG
191,029ca19aa34f9311941ab931975cff1b,86806,Apucarana,PR
192,2abea2bf3e5611f7a96f8d24f21a7198,52070,Recife,PE
193,e4dbb700c76f5706dd58f9b9ef613aed,06290,Osasco,SP
194,b25c961cb9da931b083a952527eb8956,13270,Valinhos,SP
195,85c300925a8a3da681a6b021551d239c,09040,Santo Andre,SP
196,49af8d1256e91058af5b255f4fbc0e6d,69049,Manaus,AM
197,82a5aaed30c2e07b5b0e4cb5dfcc332d,95595,Cidreira,RS
198,eee74b2a9aa0989243d2793c1a90fbf6,20561,Rio De Janeiro,RJ
199,ba12c461af37457048f420e37de2abab,97700,Santiago,RS
200,852947b57caab58c544343592f5e06d2,08340,Sao Paulo,SP
201,5e24c55ef0779a3c578d272ff7c3d4fb,97340,Sao Sepe,RS
202,af75138c42a3bc72157eaf45b6da592f,78580,Alta Floresta,MT
203,80c74074b2a3c419ee813c0b31ef95c7,07191,Guarulhos,SP
204,314ec9cbe156ddd9cdaa1a9bf021e00e,54430,Jaboatao Dos Guararapes,PE
205,1004c05877ddf8196ad1341ca602e628,05451,Sao Paulo,SP
206,65c9fdf79fdf0d4b98902fbf9617c171,29395,Ibatiba,ES
207,7602193faf4a04077a96dbc64e25e571,13188,Hortolandia,SP
208,84872d1894135d15c4e51ba68ba3e8fb,02376,Sao Paulo,SP
209,4ad966e1eefc576c04159e46a8e38b20,06719,Cotia,SP
210,94cce5d77423fc7926d3af0d01f379ef,27915,Macae,RJ
211,936c4a5189882afd96a500e9650c7222,89868,Saudades,SC
212,b99054fd23768e0fc903c0eab8a83442,22220,Rio De Janeiro,RJ
213,411373e81bbd24b0356ca1274e9c03fe,68908,Macapa,AP
214,30e8a49cee668a4435b2f91cc77c9d15,18160,Salto De Pirapora,SP
215,ce330ffe33e3f344ad5a80b8410c1ced,06764,Taboao Da Serra,SP
216,e48f50d453ada5bceb41e239a2dc2065,75570,Bom Jesus,GO
217,2c7fd840b20f1551c8a151f86349f19a,95124,Caxias Do Sul,RS
218,2e2aceda14bf519194b25f568876ab3d,38415,Uberlandia,MG
219,6b4a545e81c747a0f12ec50d9f725d63,18900,Santa Cruz Do Rio Pardo,SP
220,f037c0f3d62d2c77533386a9b4e32883,09950,Diadema,SP
221,b6349bdae88bc7c85c4aeb0cb604dac8,45320,Santa Ines,BA
222,55dbeedb7b2bf8d3059f319abe27202f,23075,Rio De Janeiro,RJ
223,4b003ee1eabaffe8ff8e6d75394a9b42,48700,Serrinha,BA
224,00a39528c677a55852f57235f988b837,18112,Votorantim,SP
225,265655cf1f2dfd4fc630004d1fe5f3cb,13185,Hortolandia,SP
226,e0ac2a4e5a234620bfcaef3796384831,27580,Itatiaia,RJ
227,05075b9433e8f047f3ba7a5ada189809,25245,Duque De Caxias,RJ
228,d6b41b191f1f643ff583898156e049cf,28375,Varre-sai,RJ
229,d3ab15f0bd2c58865d566ab645572cd5,21615,Rio De Janeiro,RJ
230,6b53c8e698ffdea3353ba3339aacfa95,95095,Caxias Do Sul,RS
231,1681471e9172d7e12ba08e9ac9e8628b,20250,Rio De Janeiro,RJ
232,67a28655b804d6a418964f3dd4e214bc,29101,Vila Velha,ES
233,ccb8e120e8af0bbf5a1daa2f21984d7b,13053,Campinas,SP
234,ee639599beb251bdf7ac32b18eafcfaa,23860,Mangaratiba,RJ
235,01509d555b8b6775f5847912d8c52d46,12942,Atibaia,SP
236,32ef00faaec28f844c83dd9856d67177,05450,Sao Paulo,SP
237,031cd5f826be3d804771e3e3a1b21a1c,41706,Salvador,BA
238,0e19f44898c5554faac8f95f1473bb4b,57046,Maceio,AL
239,db2da0a7e8fe9eff4dca9a362ce81f2d,91350,Porto Alegre,RS
240,9559221419cf73261de39b024545b1b3,22620,Rio De Janeiro,RJ
241,e06e47b5560e84764eff2349b2b33f31,16204,Birigui,SP
242,b9885472fa562ddc1cb5333a42b654fc,14401,Franca,SP
243,ac0e954e97b91701a093a47c675c5700,25675,Petropolis,RJ
244,70ea60b3eebc4ffc330e070df05f0e00,24220,Niteroi,RJ
245,75e645f4c54045f7a8d2c28dd10eb587,90240,Porto Alegre,RS
246,6f7e4eda4a91a18114c7ae6458f4068b,13520,Sao Pedro,SP
247,3714eb406c7704a920e504085717ea5b,84200,Jaguariaiva,PR
248,79adcf02229a33e78f0f5412a2434f53,21515,Rio De Janeiro,RJ
249,e3c7e245a96d7fa339fe6c16f8da4e90,07847,Franco Da Rocha,SP
250,dd7eb6ecd787c07ef08423cf05c6e56b,03609,Sao Paulo,SP
251,895f2539c30e6bac09c33029e98cfbbd,72220,Brasilia,DF
252,1b4ff42fd8acd3dc49e2a137021b3524,12280,Cacapava,SP
253,360469aa13eab175485990e06ee97896,13212,Jundiai,SP
254,c45b7286a9a5cdce0152978d9f615be6,41480,Salvador,BA
255,f4a9f3a779e9783f7c992f5723bbe3d3,12420,Pindamonhangaba,SP
256,cad72c6ad6d5b6d95ce0056e1e7948a8,84500,Irati,PR
257,c8b401513911c82f3cb4e40dc26cfc64,18380,Ribeira,SP
258,8c4a94e823813e9e03460f5f42ce4fe8,35160,Ipatinga,MG
259,4c9c41a8c1965305e2e1978666bd6d09,04455,Sao Paulo,SP
260,2b3d8be4fa506df40afbeba026df7e70,36200,Barbacena,MG
261,09f548315be5f30a9610b83ad933aaf1,55700,Limoeiro,PE
262,4308615296cf4ca17defd8b0d59287d8,76974,Espigao Do Oeste,RO
263,e4f5e592e5ed9f4ee608a09ae76ea443,26155,Belford Roxo,RJ
264,fd2767fd04a34f7fe8b2ebb51f86c535,12215,Sao Jose Dos Campos,SP
265,91ef77a365c213f04954c1527081b016,70770,Brasilia,DF
266,101a5d44d7659f8b2ec49d385d80a1ed,35171,Coronel Fabriciano,MG
267,462903f7a882d16b16e174dfec5aece4,09960,Diadema,SP
268,5b7ad66e4a9c19ef5ddceae95d05e46e,72331,Brasilia,DF
269,71e31bd9c37b8a1cacc557b87b3e50cb,72225,Brasilia,DF
270,6b6239435ae315b60fbe14d91fd760ce,11740,Itanhaem,SP
271,7795e422f21ee2057de57ef0212b4d7a,74825,Goiania,GO
272,145ed96e22cdb678a8b4107d72fddcc8,14709,Bebedouro,SP
273,7ee0952c8c02af4f93762c21ddb66607,13465,Americana,SP
274,a56b03f5e6015f1a502b9810309b98b7,41308,Salvador,BA
275,3c5a39f999c141a42792a0f2e1c7726d,36500,Uba,MG
276,d5a5dcf7970697c1d38458beb2cb264f,86700,Arapongas,PR
277,0b83af8e524bbb2aa83ba090f5be21ff,13287,Vinhedo,SP
278,b33c387ac5c9922825b25a79b0dc29cf,88304,Itajai,SC
279,ee7b0a64a42fd92a3144a38c4f347a9e,79823,Dourados,MS
280,bb98e27058a8d72162176e336a2b97a2,17033,Bauru,SP
281,29aec8d00435f9c9bd43485663f7b97a,14850,Pradopolis,SP
282,a187d29dfe942335287dc88897ed265c,05171,Sao Paulo,SP
283,47c2b21c22de46f42a427db0ea223499,78325,Aripuana,MT
284,d0615859a639a94c1fe472eba57d4a7c,12900,Braganca Paulista,SP
285,4fd7abbc9a763b49e2aabd6bef779b59,04374,Sao Paulo,SP
286,79647ff1cbf238aedace758bd4271aab,45840,Guaratinga,BA
287,dc68515c1613ad4cb01edf406dd5c179,04190,Sao Paulo,SP
288,37922a02f44c5b80004b14cb9a0becb7,79904,Ponta Pora,MS
289,5bfe800011656c0afb81db64519982db,16011,Aracatuba,SP
290,7569ea856f1959d0371e70135efb6df7,27265,Volta Redonda,RJ
291,287e3d0a0a8910d94375eb917fce9743,87025,Maringa,PR
292,b09ff235742f48bfa743f3e9474d36ef,07197,Guarulhos,SP
293,d703cdda08125e2b263b92746af0f23c,01527,Sao Paulo,SP
294,d472d9abe6d6bb1ee558dc98a1ea89ea,04845,Sao Paulo,SP
295,872a25f014b99c4c17341cd9ad0d468f,14802,Araraquara,SP
296,e22da2634721c7cb676fc0a5da6317f3,35367,Matipo,MG
297,37b40b75293bd84e07bde8ad83066841,24230,Niteroi,RJ
298,545aa46e4e68df2b3b8dcc06f735e179,36205,Barbacena,MG
299,800282b8afaaf9ed8bb6ed9adcf83e61,91130,Porto Alegre,RS
300,eeee8af1f7b29dbf34d577db1fc973e5,95500,Santo Antonio Da Patrulha,RS
301,dcb6e7bc4e65d815025d0aa14349a4ca,01230,Sao Paulo,SP
302,182087b1558916ad385080c371df4fe9,91760,Porto Alegre,RS
303,2bfd566c10ff41c47dc6e2f9dd51b467,27351,Barra Mansa,RJ
304,3aec4688b93d6061ec5061721ad493a7,60181,Fortaleza,CE
305,e13b1d1fab9d212d258c2e6d0f69f6c1,39100,Diamantina,MG
306,c0fe0fbc24994167dce810f83cb96890,30330,Belo Horizonte,MG
307,5b5f4957a69d537a2aeadfa7dd2d09d9,71505,Brasilia,DF
308,0c5eb0e9e15cf4e836c7188ece714fcc,87050,Maringa,PR
309,5ad00fc41f0c73546227681216f7df04,41720,Salvador,BA
310,279a316b31aac761c16483859fa9d33b,04003,Sao Paulo,SP
311,60bb8e0e1f7e340af936ec2882d8ae8d,27913,Macae,RJ
312,1914576a74b2122c63a456293cf7e52c,05792,Sao Paulo,SP
313,3db09129454f368874d3f18bb83c7d64,18120,Mairinque,SP
314,be6ad148cd108f6148d20a8ec756fa1c,31615,Belo Horizonte,MG
315,fa85d6a9093fe47d96171fe07423e12d,85790,Capitao Leonidas Marques,PR
316,8094bd1ea8a8453c1855f06552200117,20735,Rio De Janeiro,RJ
317,8a3083e3f5500b50d6f4f3003604df87,37950,Sao Sebastiao Do Paraiso,MG
318,c7e9d64ef2d3e98ad1b5068dbc859934,22240,Rio De Janeiro,RJ
319,41882b0f934c20a88f3d44f382d5e376,25645,Petropolis,RJ
320,e91d6e2c6d965a4d07ff782ce5bde6db,02802,Sao Paulo,SP
321,2bb8c7fefc71b1cd9133f15dcf9941ef,04744,Sao Paulo,SP
322,e79ba74d49aad29056945edd15f596ae,03704,Sao Paulo,SP
323,278003098109cfa2d2625f4772cb2a57,13416,Piracicaba,SP
324,a4a00c41b5e3ed88bf0e0bb96576c2b2,26115,Belford Roxo,RJ
325,8bbcf9a0717a1cb212b45522ef61972c,73035,Brasilia,DF
326,6d63646d305d56dc162e0f5eb7edd697,74580,Goiania,GO
327,e4d86d1da4dc444b482115d7aeb1cc3f,97590,Rosario Do Sul,RS
328,2b6d4b2b966c8aa7413190f4b5dee130,23820,Itaguai,RJ
329,22688fbe08d1209daeabcd6c40590d1e,03579,Sao Paulo,SP
330,038d3dd1371d364b6ae8ece9febc397b,11420,Guaruja,SP
331,ada5afd2b1b1258fd60f507e92a63472,35774,Paraopeba,MG
332,5eef8c5a24bd948fac341c6ebe3ce41e,09271,Santo Andre,SP
333,fb04e5eb553d32e040a1a83cf436a65c,13041,Campinas,SP
334,ee23d61fedfc4227bb0e188654c28d08,01321,Sao Paulo,SP
335,c85bcc5a4c098769d6bbab6b77f61cb8,20240,Rio De Janeiro,RJ
336,0e114b02a45c9876080f3a9a19f51c16,31555,Belo Horizonte,MG
337,f127cfb44a80615cabe7a815ba206286,85012,Guarapuava,PR
338,5d1ff54c05c7c5044718b88a49c704b8,39885,Crisolita,MG
339,e4f06fec45100ba91af9bc48190aacf0,27175,Pirai,RJ
340,efd1a20eb65041a60f9c8c74cb5fc7ba,57062,Maceio,AL
341,bb4d5187b89ea6b78cde7926727a3cd0,29903,Linhares,ES
342,4acfe2f36c9f7b470ef68d71dc5b6ebc,17120,Agudos,SP
343,d1d326edcb5fc3e9aadd6e86b7a57910,02435,Sao Paulo,SP
344,6a6d5c560d1072a67be9ee533125d9ed,04116,Sao Paulo,SP
345,03f7c28100418ce57927a01d62a6cdf3,21010,Rio De Janeiro,RJ
346,7e6e52c237a37ca567ec907c3dc6a93f,25545,Sao Joao De Meriti,RJ
347,e1fb3bd29f0cc22b821938d2853e4cd5,03105,Sao Paulo,SP
348,77069f163bef4933c6efeea244b3f606,21616,Rio De Janeiro,RJ
349,b069a3c6dd74a018f34884bbcd0cf0e2,88370,Navegantes,SC
350,1ecf434b5a01864957c940be8862e457,13641,Pirassununga,SP
351,178706e9cab0f7d13bb90fbf946269c5,09686,Sao Bernardo Do Campo,SP
352,c24638e1ff5efad8e21f689d7a1f0c6d,89694,Faxinal Dos Guedes,SC
353,620c2e659b5d119813362bfe4bbe8634,07251,Guarulhos,SP
354,77992c23eb50255f67fbebe40710ce50,71908,Brasilia,DF
355,ecb1725b26e8b8c458181455dfa434ea,72300,Brasilia,DF
356,cbafb574da2d33b039f294c188624b6c,88805,Criciuma,SC
357,f6fb4ed5f9a3a545a5203054679bf2c6,29830,Nova Venecia,ES
358,94dabe07fc50ed29f94b6ba397201dba,99010,Passo Fundo,RS
359,082805d32249e17183cfb56ccb67b5cf,02230,Sao Paulo,SP
360,7077cffa9bdf93c44da47143517b6a7b,38400,Uberlandia,MG
361,e0f0e573de9eed01f4dbde5f9323c48b,06386,Carapicuiba,SP
362,1d331c1175b7c788fdf7b44b6dc26627,20780,Rio De Janeiro,RJ
363,f7b083bc0eefdf761a28318a9052cf4a,38950,Ibia,MG
364,409f91c4538ee2dd4b26280baf0df01a,74986,Aparecida De Goiania,GO
365,3f5939e06e89efd9e9ca8ef3ab9d68c7,01310,Sao Paulo,SP
366,0998fbfbcd689d31ddedcb38f3fd8105,11045,Santos,SP
