SK_CUSTOMER,ID_CUSTOMER,COD_ZIP,DES_CITY,COD_STATE
46227,fc291b11a48cdc95783fa95cdc4d6286,38060,Uberaba,MG
46228,9982795598ae2714885ecb26b4247fda,12040,Taubate,SP
46229,c6e4affe776c84f449dfe5de63939208,09853,Sao Bernardo Do Campo,SP
46230,21169253f474db2ca62af7ae67eaba97,93900,Ivoti,RS
46231,8636aa7094b64c56c828f025018a6a44,88066,Florianopolis,SC
46232,a6ab0864a43614a2ff39d136ecdd8242,02726,Sao Paulo,SP
46233,af73c0c87b6ae52088682b9718bf2e32,35222,Quatituba,MG
46234,6afd81b08532b9e05f3dc2e988793e4e,28020,Campos Dos Goytacazes,RJ
46235,a30fa291a66b4f39e49ba45680963d70,30350,Belo Horizonte,MG
46236,2455a94ebab82b39829283f823a69bba,39900,Almenara,MG
46237,8db78eda876f02c5113ae17697ec1dd4,72420,Brasilia,DF
46238,21779f705d7bc554063de51867b2e732,31130,Belo Horizonte,MG
46239,6bae2a5db6ca78c2225e213a63d4af9b,14026,Ribeirao Preto,SP
46240,0b70631e89b09a3dc8acc7d20d595b18,35300,Caratinga,MG
46241,42cd00c8e827f807e3a23ad112f9ed86,11040,Santos,SP
46242,968a67f39df931e3d773be73ea13e235,06236,Osasco,SP
46243,1a0f3e7e61d2a1b7896ea1daff9d0a87,61905,Maracanau,CE
46244,1aff35540649a1c5ed033773c3585d7b,92420,Canoas,RS
46245,3324c0488c6c1aa261c51589a05762f3,03976,Sao Paulo,SP
46246,76e096c68fdf19c14e89397f91d10159,03578,Sao Paulo,SP
46247,8d71631f63c27943bd89ceafa1049b81,35460,Brumadinho,MG
46248,7a503ab0d71429773305ec84d3461e60,71725,Brasilia,DF
46249,4c5d706daadd48268ca4b0b435b01ae6,19906,Ourinhos,SP
46250,57d2e8cac21d839292ba374f50f07e58,21921,Rio De Janeiro,RJ
46251,67737af3b89804ad75d01d9f36ae2a21,72270,Brasilia,DF
46252,d0b25c3ff06f89424d29785b8142901d,08780,Mogi Das Cruzes,SP
46253,e5245a61cf63870720b6559bad5d35e8,36202,Barbacena,MG
46254,37ab5b60e29f1d9453b6fe478de83135,11730,Mongagua,SP
46255,ec8456833b489a30a289b163c2b296c7,25255,Duque De Caxias,RJ
46256,32c6009661db53f56c198466fab06e9d,27930,Macae,RJ
46257,c29938a93f8ece506055a0d148460e3b,36500,Uba,MG
46258,ce7d210eefbdd540fddc0cd8899eead9,14500,Ituverava,SP
46259,f27266fe6e92b04127153535e6234636,26600,Paracambi,RJ
46260,ea2d195c0d7c95afc15093ee66bc518a,21211,Rio De Janeiro,RJ
46261,4918ba73173a0a5415bd47592a6ceb6a,17034,Bauru,SP
46262,f9307a868d628f108b5f304e4a6a4e12,03732,Sao Paulo,SP
46263,04e0aae337a6d96f0b1311fe9ef13752,09320,Maua,SP
46264,6539aa9c6e57c945c4c2c0773b68e939,89120,Timbo,SC
46265,018346fb20f70801a88a7b8c6dbc2e31,48800,Monte Santo,BA
46266,db75f12c87289bb25391baf511352864,19013,Presidente Prudente,SP
46267,57c0cb950e45449d5d43a9048383d0a8,74543,Goiania,GO
46268,0c387de9b1d29c241fd527453fc9650f,22621,Rio De Janeiro,RJ
46269,77e0e2987754751f359ba128d6cfa606,58320,Alhandra,PB
46270,99445650caf90f9e752ca490641e3528,17600,Tupa,SP
46271,78f9bb3f08999230469876f27fbda918,14940,Ibitinga,SP
46272,c52453821582b2e9295670149b2a77f7,12327,Jacarei,SP
46273,be552266bf47bfc6fa6c793fd74006bf,78850,Primavera Do Leste,MT
46274,ab1261c8d8df84be427a3300c451c9ce,46430,Guanambi,BA
46275,a6bfa80f8f4588f1efbfe0c4a287cf19,14090,Ribeirao Preto,SP
46276,f623abff52174c8134beb9aab562b99f,31515,Belo Horizonte,MG
46277,18894e9402efdee826f9daf42c240dcb,22470,Rio De Janeiro,RJ
46278,5458c93e0db88f9b885bc7dbc3bfa2a3,78015,Cuiaba,MT
46279,9898e7a6254ea0e7e8bd2bd10a2ce2f7,05754,Sao Paulo,SP
46280,ce6d32fa00bbae809e07c14126e5fa6e,60743,Fortaleza,CE
46281,922f741f35942da06a3d19400757dd63,78420,Arenapolis,MT
46282,1b96951f204d883b17e4d9cc323dc10a,24230,Niteroi,RJ
46283,6d3dc14d9685166e7e1dac1e1346ff47,71925,Brasilia,DF
46284,9eb793d1939a97ed213e8e7415947d8e,22260,Rio De Janeiro,RJ
46285,2252a8e7351a7c00efa61874788b7cfa,31742,Belo Horizonte,MG
46286,23527f840cb0cd645fce474b5da35280,24030,Niteroi,RJ
46287,1682e6d70d9bc4c652158a101c758aec,73092,Brasilia,DF
46288,2c1c3b2dc98c6fb099f16fd6f8f5bb0b,09450,Rio Grande Da Serra,SP
46289,4b5fe0f21a41c8f6cfea49a803855f87,86088,Londrina,PR
46290,351fd12ee349b042954f2274be04cea0,91340,Porto Alegre,RS
46291,fe545ad78bc59d1a99427c3e5f99ecca,25956,Teresopolis,RJ
46292,0c6e1c99ede0af1d66df832917e4d7bd,05775,Sao Paulo,SP
46293,e2f3525eb4bea9de848fd11d7605bed3,23075,Rio De Janeiro,RJ
46294,1ccbbc8bf31f3641a48c52432bc44c61,21215,Rio De Janeiro,RJ
46295,41e596fd461c4ffcb8e0a29f8b247153,04883,Sao Paulo,SP
46296,693a6fb212be2902e0a252ca094c61e2,18071,Sorocaba,SP
46297,bd52d6038b05ad568e194c06b89fc4e3,24350,Niteroi,RJ
46298,7cd835c51bf18427b0e32d2a4b2db1dc,96412,Bage,RS
46299,aaf4ae37c35d48ecc202ed358a53ea6f,88190,Governador Celso Ramos,SC
46300,d1a137a7cf84be581ba025c1a42f0fe5,09854,Sao Bernardo Do Campo,SP
46301,3b993a1a8a634ff519d637ffa8c544f7,87709,Paranavai,PR
46302,3a2b4695ef4d00cd124b3e6f2bbcd212,02251,Sao Paulo,SP
46303,97ae6ff94a9195cc5e2d8fb995619619,21931,Rio De Janeiro,RJ
46304,5f2084f0ea46590ba9155c03bb9dc978,71610,Brasilia,DF
46305,9d951c0b8d3b39f81a4e35fd4aa21bf3,09861,Sao Bernardo Do Campo,SP
46306,f246238b7705e24d780b2585516d50c0,11045,Santos,SP
46307,73dc166bf11b159b151dfe72a96dace9,05544,Sao Paulo,SP
46308,76704321b49d39de3fa159edb9ebfa9a,18071,Sorocaba,SP
46309,dfa7df4afe1ba4c38428bd36cd4444c1,27351,Barra Mansa,RJ
46310,844b96c263dd9829cacc9726ff2858c6,32671,Betim,MG
46311,f3872f2416b6121ba4e15f69d4f7e306,27513,Resende,RJ
46312,48342baa6af62deabf69b3d7c8b4c079,16900,Andradina,SP
46313,6bf3d65c15bc4af3f6d4415216be6cac,36400,Conselheiro Lafaiete,MG
46314,4d31a630dc3cd14ed82fe2930834841b,66085,Belem,PA
46315,2cd34b583d992938389048b0af8bea8a,31330,Belo Horizonte,MG
46316,49f0feaba6e05f5663d785458a63fe46,04006,Sao Paulo,SP
46317,4bcbb8542d4155d51be5c8a40ca04d74,90660,Porto Alegre,RS
46318,c63ec7f1e7b5e7465652930f83c5e3e6,13084,Campinas,SP
46319,40d7aa838f40cb4af3266f21abd232b0,55120,Riacho Das Almas,PE
46320,3805b1ce76c57fdfe5753f197c762200,04022,Sao Paulo,SP
46321,b123952035a68c206b896798af8b1b48,04551,Sao Paulo,SP
46322,e867a0d69912db241c0cc2adc85d82e8,24360,Niteroi,RJ
46323,6a662dd18fc19343c615f9bb28a1cbd4,18730,Itai,SP
46324,b28df93f277b995d67fd7b31e40a932e,20745,Rio De Janeiro,RJ
46325,349af5dc6eacefe1aea0d44a219dad84,90020,Porto Alegre,RS
46326,a866f67b44dbcc8612120c2bc59fa171,13300,Itu,SP
46327,47377a11634958c58ce218a27af0854c,79021,Campo Grande,MS
46328,95e3388b5dcbb48857ce7d634e15ead3,11520,Cubatao,SP
46329,be64015bbcf67491565da07954e17482,86020,Londrina,PR
46330,ef09439e943cc62d43a77aa04f6da1ed,11035,Santos,SP
46331,2b397d1f1e5a1bbdd4471805066a0cc5,88040,Florianopolis,SC
46332,17f4134d647aa6ec7219495933975d6d,01327,Sao Paulo,SP
46333,a7713e4efe4e926b8b69cf9789d8b3ad,04714,Sao Paulo,SP
46334,0861d5de0f6df826e07bcd0e0d6a42d6,14026,Ribeirao Preto,SP
46335,57aea3c0424ba421f4a819dbdd9fcb33,26525,Nilopolis,RJ
46336,7d4024a33d15af87c7e47ee51976b556,63010,Juazeiro Do Norte,CE
46337,a0e31b843334656af95bcadd351dce5a,21735,Rio De Janeiro,RJ
46338,2d27a321dea8fff855e646a93cd32ec8,41720,Salvador,BA
46339,69b904a580620dd2898f30a0ce35ccfd,04520,Sao Paulo,SP
46340,1782f1f5319a952a9024d5a94908f03d,04122,Sao Paulo,SP
46341,0c838ef80e244083eebe4db0da227bb2,93125,Sao Leopoldo,RS
46342,0b92c3b2085fc6ca1af7d396612a2a93,30160,Belo Horizonte,MG
46343,9203c398c857def612b4ed2bac557422,35557,Carmo Do Cajuru,MG
46344,7c25bdcff2dff279eb40aac4077490a7,06170,Osasco,SP
46345,4a8f4f1ed05dab7530cdca6ba7e28439,11630,Ilhabela,SP
46346,f529a0fbe1ebd4622fb563b430cac7f5,40150,Salvador,BA
46347,607738441825be3267dcc380da1a069d,24210,Niteroi,RJ
46348,e4da40842c77acf1d600712d8ddff94e,20520,Rio De Janeiro,RJ
46349,cda14d3d288eb8e572f473dac6f879c6,25914,Mage,RJ
46350,8d34bc21c972f82d188661dd3bd97521,12215,Sao Jose Dos Campos,SP
46351,9523328a28afcbb2b4e2e7e49d729bcb,11717,Praia Grande,SP
46352,822b0a7c92b1dbaa4006e1d12d1f649d,49037,Aracaju,SE
46353,ad48ee61dba1606e5ee496ca03710f83,29177,Serra,ES
46354,3990e05f8ede91d4ed641781605ac253,03579,Sao Paulo,SP
46355,66547f7170b98ccdb163928a0f56ed2c,09061,Santo Andre,SP
46356,a1807fe36ad5f9fd06439fb2d35991f5,86183,Cambe,PR
46357,110c3f74110dc10d18670b7971d1ff31,31525,Belo Horizonte,MG
46358,9c0d40a2af948e31d03e583dddb57fd3,42700,Lauro De Freitas,BA
46359,377d5824d96efc701b5466d2ab7a989c,41820,Salvador,BA
46360,21b40e18f9caad4582a1728f19ee96cd,40243,Salvador,BA
46361,ba649fed4375cbae013a05d52ba39dab,36302,Sao Joao Del Rei,MG
46362,b3a9a8efc10d7d2ef76bc4645c0b3c5b,85010,Guarapuava,PR
46363,1ddde5a696caa6d5f0130742338cebdc,11410,Guaruja,SP
46364,19bd8e276e722962a4df7a2acb53ced5,11950,Cajati,SP
46365,55006617698ed79ccd65eae5281c0a42,13425,Piracicaba,SP
46366,25c9e5b149518a28b6ce5cf64c5edf39,85260,Manoel Ribas,PR
46367,1bf8457339eaeb36acde4228f7b5c318,14085,Ribeirao Preto,SP
46368,9274553a4765ddc5f089143cdbb3f2eb,08473,Sao Paulo,SP
46369,4fb548a2a29046f4b1d54477725ee8d3,11530,Cubatao,SP
46370,bd0c57b418e8b1cd0f10d87da71a403f,38182,Araxa,MG
46371,3bc36b88b6987a920fc6aa2e63f6c76a,97015,Santa Maria,RS
46372,cfac8905cfadca4d7fa97e572742f93a,95800,Venancio Aires,RS
46373,a60b68f552d029c7bbbd88d9d876112f,28625,Nova Friburgo,RJ
46374,58512a1043fd8047a4f96d5fa665fd2d,28800,Rio Bonito,RJ
46375,da44295f56502a7dea82924018b264a3,77813,Araguaina,TO
46376,dd0710ec4e940dd8fea9c6c0f844553a,13205,Jundiai,SP
46377,42f3222ef4273d065434ed6449442086,15055,Sao Jose Do Rio Preto,SP
46378,2e1a3155fdbee565b7ad55cb75ce8f78,06414,Barueri,SP
46379,e9bd0214b78584c2b7819f1312b0bd0d,29941,Sao Mateus,ES
46380,66d0f81a78ef68872539beb6c13430b7,42701,Lauro De Freitas,BA
46381,efa59d77e8708ed3ac9e0ae96e42c615,88270,Nova Trento,SC
46382,5ed983169387501e328faac4dcfed4c4,08775,Mogi Das Cruzes,SP
46383,bee1e23957cf75da376d033c4e2ba724,87200,Cianorte,PR
46384,14c371217da5521396b475dd7a0ac8ce,93290,Esteio,RS
46385,8a45f7d2b87f16a273fd86e9d5efc35a,69934,Epitaciolandia,AC
46386,a96b4cca295b6876489ce885ca6b9f10,73015,Brasilia,DF
46387,ef1eff472a8b759da492a2c060b23273,49048,Aracaju,SE
46388,39eb26e58bcb1c8c7775e8eb056bdcf7,87207,Cianorte,PR
46389,ba0ee5f2b5e3be1a41659bf07742c415,27330,Barra Mansa,RJ
46390,0999c7720d666729eec4968ae4ac70bb,25954,Teresopolis,RJ
46391,b5a7d50f6d78381d8096b3c3ec58f5e8,13561,Sao Carlos,SP
46392,e84f49649af1492bb0ce7d6df227a76b,26311,Queimados,RJ
46393,0356877f77d9b7556e70917d90bd59f1,09080,Santo Andre,SP
46394,3e79cb7a8f04303dc8cc43d10ce2210d,03908,Sao Paulo,SP
46395,dc1d5b5f79066d5d533a3a964290f56e,07151,Guarulhos,SP
46396,c1bd03bf0a51f89d26fa62e10a00aa66,13600,Araras,SP
46397,3f58c477b8cfc3c37266e353151cbbd3,29702,Colatina,ES
46398,446a7b388b7e3c35ae59105a61876c33,36010,Juiz De Fora,MG
46399,f491695f1f6706acf407993fb133ffce,04145,Sao Paulo,SP
46400,159d6b06f07d8a56005d06dd7d669199,04176,Sao Paulo,SP
46401,9ca3c3cb222efba635805f6fefc8961e,05567,Sao Paulo,SP
46402,c83b31cb99c25dc79950814bd4a90184,33858,Ribeirao Das Neves,MG
46403,257014a0267d8925a6084a6663ed056f,49097,Aracaju,SE
46404,4948d9d11ebcd4d241a0b291c15d5779,01206,Sao Paulo,SP
46405,3b0083b0418552bc7b8a1a083d03b56f,09952,Diadema,SP
46406,94d68507f622fb53c4e6743dfa3a9503,35330,Inhapim,MG
46407,d2d34922fed7b3a54130c786b7cb0ecd,05397,Sao Paulo,SP
46408,cb58cd7d199d31c8320261119c8eca20,80020,Curitiba,PR
46409,bdfdc2c56283f7efc3f5a170ca983ce1,39900,Almenara,MG
46410,636fc788dff5948716dfe026ba361b98,03175,Sao Paulo,SP
46411,60eb53d519b8d5613ed602528bbf133d,29370,Conceicao Do Castelo,ES
46412,724c05aa6b2b6d25f0efcac808efbc03,79570,Aparecida Do Taboado,MS
46413,47c34bcae24080749be1315ad1fc2bb4,04651,Sao Paulo,SP
46414,63c0620dcfe9f60f8370b002127de65b,15630,Pedranopolis,SP
46415,31e510eb6e824fa8188fa73386334593,58038,Joao Pessoa,PB
46416,2bdb1510d7fa5e2e324f53d7b0ecb0d8,66085,Belem,PA
46417,606455b5cf65c6a0faf47740d836d62a,30120,Belo Horizonte,MG
46418,f8d4fd17a8f45986298a522b397522d0,85857,Foz Do Iguacu,PR
46419,bec0ce34553b64ea326bd553741c098f,20030,Rio De Janeiro,RJ
46420,720f6f7d2b4d286d12fda1ea47781302,03240,Sao Paulo,SP
46421,2d13a1c3721faaef560f45099efccc9d,32115,Contagem,MG
46422,6bb83f8a83c23d64aec3dcb40008768f,11040,Santos,SP
46423,1bab4d51a6fdda66f1abdbfcc1c907ae,59074,Natal,RN
46424,3665c11701d3598fcc07717f72da540d,88037,Florianopolis,SC
46425,e7a009989b7bed004d9f31791ee68bde,13087,Campinas,SP
46426,c30ef5697173679058dc8495d53c2e19,05594,Sao Paulo,SP
46427,787ee066fc58aaa400883d9f5abf7b67,29560,Guacui,ES
46428,bc15d2c3779a64b89af7055528ec55c7,11670,Caraguatatuba,SP
46429,c42a35fad2783f9119d187d684a1430c,04121,Sao Paulo,SP
46430,42f6b3886f2e50b0f10bafb3ee84d8c8,14920,Nova Europa,SP
46431,e0d55c4681df4474c4e410f06fefb339,29101,Vila Velha,ES
46432,08c07e9a2ca88f8c94694bd4972a4eed,76804,Porto Velho,RO
46433,18467749cf3ad014c2562def1727fb2c,04159,Sao Paulo,SP
46434,7cb134a263230d3aea87a3cd1dadb890,04942,Sao Paulo,SP
46435,26cad29ce2fd0d9203145f2d71b7aa43,17800,Adamantina,SP
46436,128ca1cce5c7b800188d3b91f8578b35,05409,Sao Paulo,SP
46437,afd3f4f110c36e0ec5b412f4d30af5fc,14806,Araraquara,SP
46438,412fbdfb8fd10fe210f249a438349ae2,39402,Montes Claros,MG
46439,a8f91889224701a2000ed6e9efe61a88,28923,Cabo Frio,RJ
46440,33e6dc4dd3e936799b77a6a204dc5d9f,07097,Guarulhos,SP
46441,b45b08ff42d1ad3db1f98a9ac8f2fef9,03613,Sao Paulo,SP
46442,890aeee0bcc4d977182d5ef06037631e,03963,Sao Paulo,SP
46443,555992ee968f81e65d56e2884f103807,17700,Osvaldo Cruz,SP
46444,cdad404012d87f4b60979ab87a197661,77824,Araguaina,TO
46445,7a235e5d8bde93d40c5231c8308ba511,05590,Sao Paulo,SP
46446,bc65abd5df0fc9cf85f69cf5c87663c2,13504,Rio Claro,SP
46447,2980eb390c71f54d2d046d240c978638,35660,Para De Minas,MG
46448,f31eb05ebdef1ede72cebeba759e7c92,29141,Cariacica,ES
46449,308e6d942164441583fd42189b7c87f0,27275,Volta Redonda,RJ
46450,363491bac85cfd440eacdf521ac9bb2b,03820,Sao Paulo,SP
46451,5873294c345e69097a4eb7473e823bb4,04022,Sao Paulo,SP
46452,bf9fdf8f5bd0f6b92c34c78b1b8a1d23,37750,Machado,MG
46453,e0bd132faf773c66a3577305ba55f8a9,30220,Belo Horizonte,MG
46454,517a6168cf0a6fd2b59beece3b70b9dc,04119,Sao Paulo,SP
46455,882d90855d6d59cb6ccc2e18431b25ee,11900,Registro,SP
46456,e7b19c0704e43ef4aa419fa77c5c837d,03921,Sao Paulo,SP
46457,8615d5dafcf44cc043c6f3178fa0db95,14020,Ribeirao Preto,SP
46458,44f725846b0b0102b803444ea5bc6a9c,84030,Ponta Grossa,PR
46459,12ee0166c590c5966955f8c4de7628b6,30770,Belo Horizonte,MG
46460,6b9eb9660bed562d1c735d3fba0cfd60,14091,Ribeirao Preto,SP
46461,74c02bbb65c9c231f85c4301e52c6db8,30840,Belo Horizonte,MG
46462,16dbf83dc2046146262f6f04588da0b0,91150,Porto Alegre,RS
46463,cf6f93633e3f4c56949d0ea7ea1b14cc,09616,Sao Bernardo Do Campo,SP
46464,e25a23b6ec8f03463e9b45176b59fc89,04888,Sao Paulo,SP
46465,e5918d9d55314b728a1c5b2511c6ad61,29167,Serra,ES
46466,51dc1b98963d078a8af6b7543716815f,79005,Campo Grande,MS
46467,25d62fdf76ad56f0adb33fcdeb5cf36f,35238,Campo Alegre De Minas,MG
46468,feae9a3b1042a253d6ead22e76bac298,08597,Itaquaquecetuba,SP
46469,b1b64e79e26d783a49e45ad0b4136613,36212,Barroso,MG
46470,804635cc4cdadfca5df67fb156d9885f,05688,Sao Paulo,SP
46471,dc6484673b2e9c0dd56bee4d78717900,13990,Espirito Santo Do Pinhal,SP
46472,3087f54a53a66482c2114409ef2eab01,13187,Hortolandia,SP
46473,bfb4818d76854787283fd72c7b5f84f8,24737,Sao Goncalo,RJ
46474,6d65c6aab9e10cf1c8116fcc72721267,04040,Sao Paulo,SP
46475,baad4f33b8b48413580c54156a4172b8,88330,Balneario Camboriu,SC
46476,772bc39f945af45cdf5168ed7ffb5204,25015,Duque De Caxias,RJ
46477,831df3c9586948c387965d2e9efa5c86,26296,Nova Iguacu,RJ
46478,8b0cf1c8e74edd9dccb69ccbf4e87e07,05223,Sao Paulo,SP
46479,8359a4e1beea4fed5c5fa85bafe7f41f,88048,Florianopolis,SC
46480,35a7bbd619604e6a5796498ff353983d,08223,Sao Paulo,SP
46481,befb47ca7f3e74109bb67b4dda9b742f,13300,Itu,SP
46482,ff682feefd003038774bac996140956f,31842,Belo Horizonte,MG
46483,7a09a1cba99e4ccfe5ef487f4ec362fd,74470,Goiania,GO
46484,c223b45f57c27f09d6bb7354f1210a90,86845,Grandes Rios,PR
46485,65ecd6de31c8b787336b8fc9b4be4b2c,17506,Marilia,SP
46486,e4b7a517c164b0a527e81f5c25f9c902,97060,Santa Maria,RS
46487,e47985eaac8e59b10c9fee59fa57ae92,13034,Campinas,SP
46488,784210ee365c635556aeb69e14e072fc,69309,Boa Vista,RR
46489,a7c105e27ad87e9c6c3f324645800bf5,53530,Abreu E Lima,PE
46490,9bc097d18d2341d608b1a4c9fe33bda7,36213,Dores De Campos,MG
46491,299d5fa155bf62327d231c130280cbec,03980,Sao Paulo,SP
46492,b3ebc63c630e8af49ff5cba1f321928e,19803,Assis,SP
46493,64ec097896b5529be6ce25d578233617,03131,Sao Paulo,SP
46494,50bcce86319ecdf2df1edeae7272a38e,05606,Sao Paulo,SP
46495,2d231c527c22c03b8f87c6f2b220e3d2,72737,Brasilia,DF
46496,971fd009ce5e29b97e62d92f418138f4,66085,Belem,PA
46497,6f235f190ca8edb9efa18189f0e7a0df,37750,Machado,MG
46498,8007b5598d9908bca93e9755793634de,11432,Guaruja,SP
46499,6e6795552714215c0204565bb50fc7d2,03951,Sao Paulo,SP
46500,c93628f3179270d786e3b86127cea956,13801,Mogi Mirim,SP
46501,f27d38186712a26c18ddaad3f3165e42,01512,Sao Paulo,SP
46502,6ba7254b16cf6bdbb63b792daa982d91,88880,Lauro Muller,SC
46503,72ad0ff129d7624c23294c857689020c,13214,Jundiai,SP
46504,69dd22c7b556c8d08883f66a918f63e9,60135,Fortaleza,CE
46505,dcbfb65ae9125d8e25367087650ad49c,04531,Sao Paulo,SP
46506,b5754c1cf001e3e816ba20df67cd667a,05463,Sao Paulo,SP
46507,1fff5bd495b4e1ccb35d4a2b51520803,89254,Jaragua Do Sul,SC
46508,daf22b7353d8e5021df9894b32dd6b45,49870,Itabi,SE
46509,3ba631e115721e1495950f1516feb5ce,71625,Brasilia,DF
46510,043074b1068b23092a45dd20f97ba65a,02442,Sao Paulo,SP
46511,c143f54321f786f3976731880aaf24dd,22740,Rio De Janeiro,RJ
46512,582e131cdcea2b7111187b649507c4a7,15600,Fernandopolis,SP
46513,edc6cc31523779d9c623c9669740324b,04734,Sao Paulo,SP
46514,530fc2c88dc22c7cacf4380793b71592,13150,Cosmopolis,SP
46515,249ead6a60c68710994208dc93955831,11045,Santos,SP
46516,e46f1a077cf15ef0816dd55f6acabe0b,09781,Sao Bernardo Do Campo,SP
46517,f5619010ec874109d15c9a423cb3e58d,15505,Votuporanga,SP
46518,4959f24c154abce1a3ccd181696d2069,37900,Passos,MG
