SK_CUSTOMER,ID_CUSTOMER,COD_ZIP,DES_CITY,COD_STATE
92367,15e61b14dbefc4eff85195e9f2f056a5,18400,Itapeva,SP
92368,4e00fe683e7c8bf30fbd92bbac680fb3,08161,Sao Paulo,SP
92369,da967083abbec2737a518bad144f320d,97070,Santa Maria,RS
92370,89e0983a7d1dae20be198c11c8e0251d,22221,Rio De Janeiro,RJ
92371,86cbec283637b077fd976d1696a19c0d,05212,Sao Paulo,SP
92372,960b33a48965dbe311329af76f4aa70f,74533,Goiania,GO
92373,ee4dac4fe4d15f708ce54254ab5c6bb2,07175,Guarulhos,SP
92374,36a80398a8d7c60932411d45ca20c4b6,29092,Vitoria,ES
92375,da8904f0f0d5fb9bd191b004bac41757,30140,Belo Horizonte,MG
92376,d36ce7c3037a8087bee53db85b419b30,17650,Herculandia,SP
92377,030257ba7c48ae61d88268f4c4abe59b,88160,Biguacu,SC
92378,6dce9fbed8fea7b86fa55d91cb8a30b4,28300,Itaperuna,RJ
92379,a4d021990afaaa8e7c8c41f9fe72d7ed,14740,Viradouro,SP
92380,7f19d565d956cc2fe3f01a860e841ae4,76200,Ipora,GO
92381,84ef5497383627f1b47471d44483df53,39555,Berizal,MG
92382,9e0c8cfab7bdb0ba76c418336f94c865,38600,Paracatu,MG
92383,1145efd0cc4b891ba7df8d75f1530ec0,22775,Rio De Janeiro,RJ
92384,716dcf823064b69da58ba0509eb96b1e,07115,Guarulhos,SP
92385,cc8f3ef9071478290745b2460abfe9b7,57310,Arapiraca,AL
92386,6c6f666712e739bb6761a8baa3676dfe,30350,Belo Horizonte,MG
92387,2640d4ae56b6b352fa74a9acfddf0708,03333,Sao Paulo,SP
92388,24c8bb9a3191c563c780d12251f1b8ba,44695,Capim Grosso,BA
92389,aa797b187b5466bc6925aaaa4bb3bed1,68742,Castanhal,PA
92390,64753b1a0fc722c90632f9d9fb9d670d,02082,Sao Paulo,SP
92391,3208272b8e9b21b56d16be9ec8d03b0a,21351,Rio De Janeiro,RJ
92392,507fd1858c4a4323ba84d2d884273832,41706,Salvador,BA
92393,c2d27c09116a37f13666a80b5351140e,21910,Rio De Janeiro,RJ
92394,0423a0c4b6eea9435c2f40758658a2d4,87013,Maringa,PR
92395,14e02ed12bffbb5f509fa3010586dc88,84010,Ponta Grossa,PR
92396,ccafbef5836bb3f6604cd55c75d54b4b,09613,Sao Bernardo Do Campo,SP
92397,64a7f1076e9d17d6f5208d3ce76a7eb8,04918,Sao Paulo,SP
92398,9e7e855c875c273112820c0eb1c836b6,84920,Japira,PR
92399,8a2e7ef9053dea531e4dc76bd6d853e6,13380,Nova Odessa,SP
92400,c99b0302e515be98bb31ac972f1d9379,95400,Sao Francisco De Paula,RS
92401,c7858f425c53bf289b58bbca491fdfb6,28013,Campos Dos Goytacazes,RJ
92402,9ec0c5bb4f39470f0198f148f4a8943f,07850,Franco Da Rocha,SP
92403,d39b36bae7de866a9bbb376d2b42b96d,13960,Socorro,SP
92404,9e4e0a6bcb1f18dde9f42bf20dc4383d,39402,Montes Claros,MG
92405,cce59bef65abed82362de9db845b005d,87760,Tamboara,PR
92406,c561230659c12a017bdb3a60786bc97a,04940,Sao Paulo,SP
92407,a9c9705c8059a3dc99fa74cd40e65fa0,45208,Jequie,BA
92408,e6c1524bfeec6ab7722d1ac3a85c4fcd,35436,Guaraciaba,MG
92409,d30990aa307dd48e6e9a054b87372fca,89900,Sao Miguel Do Oeste,SC
92410,bed634711aadd752f21d3bd8b2dcd9c1,45836,Itamaraju,BA
92411,bbaa6c0f40859886b427b32cf4bb73d8,36280,Carandai,MG
92412,9b7aa0e1f05724c044ec8e57d7dd912a,26160,Belford Roxo,RJ
92413,5fef5cebc61defff53af91f665b3913d,06453,Barueri,SP
92414,ba7414163652126c43ce52deef540a4a,03132,Sao Paulo,SP
92415,fc40eaabc96c9f4d6c84ecacb8c95966,85851,Foz Do Iguacu,PR
92416,8d117567c56145436df4b0472ddffa62,05303,Sao Paulo,SP
92417,6ee6a13ac4b3e616824015be6ddc5977,86990,Marialva,PR
92418,3328aef5f5f9e3ab64e01691eedaebaf,07718,Caieiras,SP
92419,f621964af9a78f72764c33882820e953,35660,Para De Minas,MG
92420,cb8855bae6bea36802fe3e297ea4bcf2,93700,Campo Bom,RS
92421,d67be65466afe0ff78ab3b609c55dc51,91510,Porto Alegre,RS
92422,d23df2c6c3e51d875f458d123b2b3c90,01549,Sao Paulo,SP
92423,cb38837f9b2d114a6f916ce7a46a7120,08090,Sao Paulo,SP
92424,d436a01cbfaa1bc15ecd84318b408a01,66620,Belem,PA
92425,033f5ddbb536a477e81abd786f23f452,30360,Belo Horizonte,MG
92426,44116229bacbe481f496fbf77059a987,73369,Brasilia,DF
92427,b6b56e9f292d6bee01d74ee5dd2e4b73,36770,Cataguases,MG
92428,dad91823e2eeed77b5d7972cc652440b,07142,Guarulhos,SP
92429,259f937f627731078e955050df3907f5,33400,Lagoa Santa,MG
92430,18ea52dddd0eb6548f78b6a3545ed9a6,09351,Maua,SP
92431,4805d62fe2ec69e4290d0ebc213f34d5,88330,Balneario Camboriu,SC
92432,d8eaea841567412b155813300cfa7083,60420,Fortaleza,CE
92433,59cc3f57e343e37c2f7bef644fe6256a,01414,Sao Paulo,SP
92434,e74208f5cce1258bbbb9a55463f0d37a,13486,Limeira,SP
92435,e5dc4f88a7ccf6b7d45b187c661a7343,04474,Sao Paulo,SP
92436,ac2d501a519f765a4b944b5142a19a33,13401,Piracicaba,SP
92437,820f96a3ab9a4eb666f03d086440d610,27259,Volta Redonda,RJ
92438,9089a76b103deefa3d0edf02bf06ff7b,59108,Natal,RN
92439,37f46c48ce060bb1a77065a5d8672ba3,60115,Fortaleza,CE
92440,6173b3b1c87bc8c813683822b06149b2,11355,Sao Vicente,SP
92441,a0522bb0aa2334c442b05fe4c48eafa4,08690,Suzano,SP
92442,fb413491947c3cdaa43ee5a05f1074fb,89063,Blumenau,SC
92443,0d007bf3edacf8f9b4cf26e3065cb95c,37505,Itajuba,MG
92444,b2bee6fc26529d1c24a385b8632a5409,09060,Santo Andre,SP
92445,a31e9efdd03a113a21348ab6843d7e3e,97700,Santiago,RS
92446,8b248b11dba02be9728a5a80ab3f4081,02046,Sao Paulo,SP
92447,570f691879071b176cf72fd133287711,13715,Itobi,SP
92448,00046a560d407e99b969756e0b10f282,20540,Rio De Janeiro,RJ
92449,8af426a6bfdde9b527d94404d0fe613f,13385,Nova Odessa,SP
92450,10595804cffb2dbf2c9dacca0008817b,05345,Sao Paulo,SP
92451,7cf8db542b84bb0d46c06c5679b50e02,04325,Sao Paulo,SP
92452,6104d6344ed5ffa39c84b3800921f443,07055,Guarulhos,SP
92453,2cbf6cb02acabd657570f14141006bd0,24942,Marica,RJ
92454,fbbca623fd2ed0a30fd87061b46980d5,09951,Diadema,SP
92455,03e82ff4feec050581d548f628bb4490,86400,Jacarezinho,PR
92456,a8a72553d270066753aae3e20a8d035f,20211,Rio De Janeiro,RJ
92457,77c6c090276d77c5c20d52a14a05dd21,03186,Sao Paulo,SP
92458,d36ad67e31081649d98206e542b056fb,38080,Uberaba,MG
92459,f969f3f292317381d94b67fd9dc40d61,52280,Recife,PE
92460,0eb1f7243ce47d7b87fd0615123732b8,91130,Porto Alegre,RS
92461,ff6b00a007b6c413a1106354f2588a07,28040,Campos Dos Goytacazes,RJ
92462,66a597c062ebee2684c57b26d28fc551,13421,Piracicaba,SP
92463,2fdffca8dcdf01547529d45f7f4e8e8f,13257,Itatiba,SP
92464,5951a1097ccd1351906878cc59d9f28f,03211,Sao Paulo,SP
92465,b847a09bbbeb93c30e6702537242b8e0,75250,Senador Canedo,GO
92466,a7c6c0a5bee0e4ba3376b84385cbff16,27285,Volta Redonda,RJ
92467,3bed1ed2de380c0df26c6566a00693a9,66095,Belem,PA
92468,24847010ba7f47ae100a5e27e6150c54,24942,Marica,RJ
92469,35edc4a10a59c8a8224feb8c19a4a864,12243,Sao Jose Dos Campos,SP
92470,9925762e9ebced24854c787ad2429492,89280,Sao Bento Do Sul,SC
92471,8697c05aef3093605f0667354b8c7769,21341,Rio De Janeiro,RJ
92472,0033823ee55671ac5317d423291333c2,95041,Caxias Do Sul,RS
92473,d2a90be3e7253852568d80763b2df91e,13806,Mogi Mirim,SP
92474,3c452be4bf253c6f9a9a04e35f09b220,02462,Sao Paulo,SP
92475,05748049eafd0da8f0a37ce5cda4dce2,95770,Feliz,RS
92476,457f70ea74c01f0f5a6754f9f90e8548,42700,Lauro De Freitas,BA
92477,10cb0c87548cbc2b667a81ab7e31007d,12954,Atibaia,SP
92478,a1693c7bbde5ca1cd0df54986dfb6767,24415,Sao Goncalo,RJ
92479,b9ee77187e4553b357c44c062399270c,08543,Ferraz De Vasconcelos,SP
92480,2b76dc3d276278deda563fd2940e4df6,27943,Macae,RJ
92481,caa328cc16c5d4342c63362edac36f7d,05659,Sao Paulo,SP
92482,e3a89345d860faa5a9431ec4fb1e307c,87890,Terra Rica,PR
92483,2f5775a3bbdd35ec56e14f8217c990d9,06160,Osasco,SP
92484,806f3e02b4efdcdc15863987086d5519,13140,Paulinia,SP
92485,38e7cc6d0d44f9359780816a0e29a25f,14180,Pontal,SP
92486,ad989815eab33d5113ab5bee7f13d72b,70872,Brasilia,DF
92487,e38a0b2efbbdd258b46bf5aa7c0d9d01,11070,Santos,SP
92488,cbab0df1c06efe86403afef5dbdff079,38270,Campina Verde,MG
92489,b1d84e2aa801586af3b21ed91bb9ae6f,13909,Amparo,SP
92490,0f684a3f14d10efbcb72b61453fc70d8,13484,Limeira,SP
92491,012938ae26ceaa758b735826636366f8,08490,Sao Paulo,SP
92492,5c630d7e047635a87090316b73975cc7,09370,Maua,SP
92493,8877f3c1264d413a5033eca3d7510da2,24220,Niteroi,RJ
92494,5a60c7fb98639f84e7b3779748fe0ac0,28950,Armacao Dos Buzios,RJ
92495,2118725b646b0df667831735291dbe7b,83020,Sao Jose Dos Pinhais,PR
92496,4b678fafb0a9ac6fa3ce2670f4cc2a3a,65665,Sao Joao Dos Patos,MA
92497,4ad8bd2bde2eecae6aa5a10323c1efc8,05415,Sao Paulo,SP
92498,17f43f11fb46d92e981d533228ccdf59,30640,Belo Horizonte,MG
92499,39ace54f823a45d4ba2cd3a676c9fe47,88095,Florianopolis,SC
92500,8bc42ca5ce2efc8fb60d32fc3055cac1,91910,Porto Alegre,RS
92501,5cb1ab80b0048fd8243860f80c094980,50710,Recife,PE
92502,99e5ffb6f6a73fce0c4eb14560acb6ff,47520,Ibotirama,BA
92503,2fcfbb38d054caa24f8520316d575829,15040,Sao Jose Do Rio Preto,SP
92504,59369b62f15106cab010e178b8b2703a,60135,Fortaleza,CE
92505,b6be790938b3160be968a4b96eb8873d,03736,Sao Paulo,SP
92506,703a839a6717be196b82ad74d103c42b,35030,Governador Valadares,MG
92507,f1e46939e6408b3e6fd46579a37c88b4,08771,Mogi Das Cruzes,SP
92508,96b643bb9f71e44bd5c1a6681f7cc81d,31060,Belo Horizonte,MG
92509,7ec2b3ab3c32f06c03da19590065fadb,37570,Ouro Fino,MG
92510,531c68ec664816e655ac49a23aa51124,82560,Curitiba,PR
92511,b28341d29236a550d729f6f74aff6474,52050,Recife,PE
92512,807b72b40be5c4b62b8588fc89d8c3bd,20941,Rio De Janeiro,RJ
92513,44a1ff0b539aa8b17c16cc9c98294420,40310,Salvador,BA
92514,7dc0154535f86be3f1a41d736db8206c,88140,Santo Amaro Da Imperatriz,SC
92515,3c4e8510fe74acda6c7b8fe81e34b46a,35540,Oliveira,MG
92516,86857542d8205f424cada5567265c6ba,13277,Valinhos,SP
92517,435f592ccbe131348a3d9d496b7ab5a0,22790,Rio De Janeiro,RJ
92518,2ee87cede5826cd6458393028d3ec739,04632,Sao Paulo,SP
92519,3365f99d277e162bfa8eec5b9596212e,13502,Rio Claro,SP
92520,eb0424db69f42111ab7c8e8dcb5307c8,20510,Rio De Janeiro,RJ
92521,9b77c66429d60da698935191d5c1447c,01442,Sao Paulo,SP
92522,438cfe36b53de47ae14cc3e7185468bb,22760,Rio De Janeiro,RJ
92523,5d8a568f568fe7309898ecafae5e7211,75690,Caldas Novas,GO
92524,3fd7c402c2376ddd9c4b06ba5b3ca6a4,13085,Campinas,SP
92525,fdb91cc7facafdba34d320bf52cdf8c4,02341,Sao Paulo,SP
92526,5c3438327a067e8d27565c9591bb2ed3,49480,Simao Dias,SE
92527,e5ebeccac97f5d1d0580b471b47a8843,48680,Abare,BA
92528,808edf32ba781b5b1c5875a56cfe402b,24330,Niteroi,RJ
92529,0bf622b6f70b7f7f0af5948b9886af09,33400,Lagoa Santa,MG
92530,6f33a63d6ceb7f99d7dbb8d993ddb620,20911,Rio De Janeiro,RJ
92531,f10f498c2eeb29358c7e5d81a8b0c91f,35160,Ipatinga,MG
92532,f19622365d4c40c686c8ca3bec559e48,21330,Rio De Janeiro,RJ
92533,03b55ad524882ea886665ce748ad0c0f,08111,Sao Paulo,SP
92534,e24bfe617491b1049d94bc4e5245da53,01525,Sao Paulo,SP
92535,2800b82a7d904585f1f78639be21f877,20031,Rio De Janeiro,RJ
92536,bee4fda0042266fc0d05b2a3dc7e1955,07183,Guarulhos,SP
92537,93d7698c4b1a642da516347f577c4686,71015,Brasilia,DF
92538,66d54f0c4b597dbc5ae55f45bf4354cf,07124,Guarulhos,SP
92539,164baa0609f021bbb59ebed4e637c0f2,30750,Belo Horizonte,MG
92540,c74a2fe2283e8a8bb7129c75ac770162,24451,Sao Goncalo,RJ
92541,f070c29c9efc29501d6c7540ac317aa6,07082,Guarulhos,SP
92542,66ec8d0fb367fcad9f43c50264036a4d,22230,Rio De Janeiro,RJ
92543,69c132118704b5773040b96ba8cd67d3,03718,Sao Paulo,SP
92544,0667de33efbc52c6313bb98eae210182,37410,Tres Coracoes,MG
92545,fdbc7516376d14a129da25bdfc80b3a5,71810,Brasilia,DF
92546,360b9136547fb569745fe24b675d6565,23943,Angra Dos Reis,RJ
92547,ab1c95ee88c4f010e6cdc59b1e925228,04211,Sao Paulo,SP
92548,c8612759068c7216331e5dfb73b47ba1,22271,Rio De Janeiro,RJ
92549,d0360e99592173aa5bd39165c3ab3e28,68639,Goianesia Do Para,PA
92550,27f99ea5e69c636176747c2142b393be,13457,Santa Barbara D'oeste,SP
92551,5f978a59ff0d88d6c665ec75ffa8bc5f,05516,Sao Paulo,SP
92552,c30dc83700d4b4f4e9a1f852bd60a3b4,22750,Rio De Janeiro,RJ
92553,0f96da4e84f2c6fa860116a023c1744d,07914,Francisco Morato,SP
92554,cd2398835882d7dd6c432525319071af,62200,Nova Russas,CE
92555,c017996652c06e2cdda218e87125e17a,11065,Santos,SP
92556,74fec52b25cd89db5c64b3ad5a7fc425,55690,Barra De Guabiraba,PE
92557,ba0bc48c8813635bfaac7d201af8fdd3,20950,Rio De Janeiro,RJ
92558,9fff124c067a8e923fbcf6cdea20ea56,22765,Rio De Janeiro,RJ
92559,1addc7d0ea1d5587f4cec79230ef78c5,32371,Contagem,MG
92560,2ef8398f62042a2b4fb8a0bace741671,92310,Canoas,RS
92561,e8af75d51a3972af7ed977ad4855aad6,70756,Brasilia,DF
92562,c6d90ccb4260e1d4ec587ab1463752c2,90240,Porto Alegre,RS
92563,43a9d2a398e6cc3fb4e10a766d0458e5,29945,Sao Mateus,ES
92564,7fdc2eaa95af7ee23782559451286547,58030,Joao Pessoa,PB
92565,9cb84aae8a6bdba16a587a7aa0494788,09090,Santo Andre,SP
92566,d99da7c51eda5585210a61d54fd1994c,99700,Erechim,RS
92567,c54441883076342cdd91c5f17ea64ee5,04330,Sao Paulo,SP
92568,652401990964326fac92dbdf8ebd673a,85010,Guarapuava,PR
92569,48ab76836bb0bcf7b01517f87644ebf1,49010,Aracaju,SE
92570,bb994f5e181a796ea6ec46a53c7f6928,99010,Passo Fundo,RS
92571,95bd4d151ed873edafbdd0046e091152,60346,Fortaleza,CE
92572,9112f67cff437f03c7617e0b7a72846c,03521,Sao Paulo,SP
92573,f993b0045d93d3f6c49417bc141e3161,05050,Sao Paulo,SP
92574,920ec9381aa6721f9e3928edcd0f9ff1,05515,Sao Paulo,SP
92575,a2275d6d5cd707a2bdc00b70b8098109,03317,Sao Paulo,SP
92576,4dec66cb2a457ca68a6b8e431d375a11,22631,Rio De Janeiro,RJ
92577,d45cfb2ed69ddf56d6fadc0c3e8b2767,30750,Belo Horizonte,MG
92578,a1d11c86c04b7d1902367e61fb144d79,24230,Niteroi,RJ
92579,7bced3969d47023b7ab580e4cfdda7ed,01008,Sao Paulo,SP
92580,55c659609e77669f57655706b9777eb9,36880,Muriae,MG
92581,94b6aa1f152173976f523dfc04cd11fa,04247,Sao Paulo,SP
92582,53de046ee8ad4bbe74dc77b0a5ad8c52,08717,Mogi Das Cruzes,SP
92583,f064dfebf1746622218a28ce2c345c48,02435,Sao Paulo,SP
92584,dde0187dbe85319c8e57d879e6b616a3,03672,Sao Paulo,SP
92585,758c08b6ea220ebc93f6048997872592,37701,Pocos De Caldas,MG
92586,3f19da611727884c02f38af96ac4c622,13481,Limeira,SP
92587,868c2c47163497b50be2e28d3ea04787,22723,Rio De Janeiro,RJ
92588,92148a85c89c0da621cdc0e1810a23f7,26070,Nova Iguacu,RJ
92589,ab8238abc2ffe92f45b9c14b9f7f33f8,50800,Recife,PE
92590,7cca0ce64c6ab88bade8f65037eac121,35681,Itauna,MG
92591,3c17af24cda9bc98674f6d7196cd5af9,27323,Barra Mansa,RJ
92592,8e5fb420cf8c57efbdf1632de43b3f16,48930,Curaca,BA
92593,692a966102bb3e6faead0f03fcd197b7,79990,Amambai,MS
92594,bbefd632c5ef63a5c0e4ed79e72ad553,88103,Sao Jose,SC
92595,eec909ab0da04f0d3e92f898c6994d37,20540,Rio De Janeiro,RJ
92596,be3fb1099513e32c002c7855a40f09bc,11670,Caraguatatuba,SP
92597,1470ea637a213181fd75f1f67921bd40,81650,Curitiba,PR
92598,f7471a53a0c6b77889d13862ef714426,12570,Aparecida,SP
92599,ec1b208f54047679c3b2c982e22872d0,73105,Brasilia,DF
92600,2b0bd5eca653853a14cd538cc974a7d0,45653,Ilheus,BA
92601,9c83b804468c03febbb92653cb841822,13091,Campinas,SP
92602,6fbe0377694f4ac9fd265961072bf0c7,09560,Sao Caetano Do Sul,SP
92603,7d330f9363872d46a4d38361586876a9,29060,Vitoria,ES
92604,13bbb5ef6f8db9469c6bbc69d9542872,11702,Praia Grande,SP
92605,50b8b4cab929af86f74e888b73a460c7,05180,Sao Paulo,SP
92606,a08653fb77996ef39f8dca7e4c231fd1,95555,Capao Da Canoa,RS
92607,c3bb4adf79d8cdb402731cee2fc0f861,21330,Rio De Janeiro,RJ
92608,cc1b493af97ae700d97fce303d5af14e,04117,Sao Paulo,SP
92609,138eb7784345a6df16c545bbadcdc9c4,40430,Salvador,BA
92610,94043b53a282a595f1d3b5abf5a05e0b,74610,Goiania,GO
92611,19100838c0b5153ea3badd6b15191c17,20511,Rio De Janeiro,RJ
92612,ff34f9709f14bcc2edb11bcf86941751,28200,Sao Joao Da Barra,RJ
92613,41c3397f98f68a96ed458e8db47782e5,04224,Sao Paulo,SP
92614,c81fe5c30e1cfabfeb1225fa672ffafa,83203,Paranagua,PR
92615,f6491b702a81fb2c4b8e25d5ab0e56c4,46430,Guanambi,BA
92616,cfe75ab6c94e28d2fb65a562c7e729c6,25620,Petropolis,RJ
92617,db4ed23635ef5d8105c78ecc17fc34a9,02422,Sao Paulo,SP
92618,ebc886e9e3226e7da3ccb10bba7c5c4e,30220,Belo Horizonte,MG
92619,7cfb0a73dcdd12e435a0f51414aa3e07,45822,Eunapolis,BA
92620,77966b1f338d75236f8405b71cacfa36,88343,Camboriu,SC
92621,ef39a324543d636b72fc7bec637077ce,89257,Jaragua Do Sul,SC
92622,e94397bc81d08a1d2a95ed0882b8bbb8,62880,Horizonte,CE
92623,df5109a90fdf4b8749ff1f40ad43aad7,71918,Brasilia,DF
92624,91c66f98e2690e4f7957e24809a03266,37145,Alterosa,MG
92625,238d29fa96922070278f9ca31e53b4ea,11705,Praia Grande,SP
92626,b001541b13d3ee5c51092d7565cf0fca,05014,Sao Paulo,SP
92627,cd364daef2e9c1cd294de16a8aa22844,13501,Rio Claro,SP
92628,a06d256918aced7588c2acf33a4238da,36880,Muriae,MG
92629,af5a08cfd606f40b7ecc0a4bf9f102db,30520,Belo Horizonte,MG
92630,a8413ee5332b66e830274ce87d490fed,06855,Itapecerica Da Serra,SP
92631,346b79c7102f7d64c113a6f9682b2a98,22411,Rio De Janeiro,RJ
92632,85656b4b0f9caf3178455f3abff2b142,35530,Claudio,MG
92633,3f887ff09d642f0cfc712a5f6751c5c7,85580,Itapejara D'oeste,PR
92634,d65bbb03192f8c34ba26b0208ab6cd32,22470,Rio De Janeiro,RJ
92635,bb68bae4ec9b0b46b26e003f01459c0e,65700,Bacabal,MA
92636,53e10cb176c40df632c8250f2f3e5880,79303,Corumba,MS
92637,588b8618f4c816db21bfa2428060c663,20975,Rio De Janeiro,RJ
92638,b508f17766dbf8744877880acaf0be4c,36400,Conselheiro Lafaiete,MG
92639,1eef2bcc23c75349976a65957e2e105b,04741,Sao Paulo,SP
92640,bfadadd0d97f4c52f859c1c4d809edf9,83306,Piraquara,PR
92641,399f1d244d4cd03e3687a5fc94c28604,18133,Sao Roque,SP
92642,4d77375c6dcb70bcc7e85e9745a7f61a,49055,Aracaju,SE
92643,718367a7075a1c1b26334463f46cead2,13520,Sao Pedro,SP
92644,2b580c73f38a115457a7d8e5f7e96f7f,17360,Torrinha,SP
92645,a5bfea387ffb4b85ef0e5f849d2ceee2,29140,Cariacica,ES
92646,bd985ccb5e83e8fea3144ef00f602de7,07115,Guarulhos,SP
92647,9b49896c37e6556e1fab54d5bf0f817c,92325,Canoas,RS
92648,b84ea048b9f3abfe7253fbe3f96c1933,13635,Pirassununga,SP
92649,059c2f7d60ef651891a4eadb829bb4f4,96065,Pelotas,RS
92650,a0f35dd42765aa8d1dc95b80a08df77e,20090,Rio De Janeiro,RJ
92651,b8ec04c8a20aa6136b207e84ec12593f,15540,Alvares Florence,SP
92652,31f2257087bbdb1d7fb09ae2b05377a6,87302,Campo Mourao,PR
92653,35853760952869ed5b3b7f185eb15ddc,74280,Goiania,GO
92654,7c3f9afa43e2d3a66ee68b8d41bc3bb2,28907,Cabo Frio,RJ
92655,cd4e634c58edf9148d05231458140fb6,75913,Rio Verde,GO
92656,8f94ce3dcd293ee4ec6135cd00220016,87010,Maringa,PR
92657,8b05282531debcefba61d7e86c3f9634,20931,Rio De Janeiro,RJ
92658,a2314c946cdf0ee3cda97e4daf7c3282,85812,Cascavel,PR
92659,053a441e831f4858b13182fe2671e967,74730,Goiania,GO
92660,3beec086fc157dbb92da88d3eb62dd4a,13484,Limeira,SP
92661,cca89c1caa9494d6a314e6ac71d1b159,13920,Pedreira,SP
92662,8c3c67c044aa796bec8d59cdcd4c0395,28943,Sao Pedro Da Aldeia,RJ
92663,395bcba8cc4642f15f4508da8c8ea0dd,11790,Pedro De Toledo,SP
92664,d5611385e2e85a798c08942bdcedf49c,55550,Agua Preta,PE
92665,313b407abc3a4d3865ee0f63c899c153,31330,Belo Horizonte,MG
92666,08ef3c3458f9ebc1b7cda8fc71592a8c,05444,Sao Paulo,SP
92667,88d44020b4142f4668150bc2a3c9530d,07914,Francisco Morato,SP
92668,7b633708bc80fd33de7fc84fd3d8b8d6,26950,Paty Do Alferes,RJ
92669,fef52039b5d18cbb16606c9793a55101,90450,Porto Alegre,RS
92670,7277b6486e43ef6b8756caa0be68fc6b,03377,Sao Paulo,SP
92671,4d184b2d4fcbc123ce36c25707636477,18132,Sao Roque,SP
92672,5821bc4f93762314d2a2f92caa8145b1,31920,Belo Horizonte,MG
92673,6b1901291ad821308850dfe8b4385afe,98802,Santo Angelo,RS
92674,f54327cc08d1d6b091e42d28d2c6385d,04738,Sao Paulo,SP
92675,208dce5ddbcf741af0c04f0a72a4d08e,09572,Sao Caetano Do Sul,SP
92676,3b26ab748dbfc26a635e36137b209874,71915,Brasilia,DF
92677,85f6af84a0950fd199880c7c5adf6af7,58640,Junco Do Serido,PB
92678,d5041ca8a2d24e7d9851395b060f6d44,80330,Curitiba,PR
92679,6a3b51e0438c010467b78845a6ba7612,55195,Santa Cruz Do Capibaribe,PE
92680,138c289139c20975e732feabd97f3983,79002,Campo Grande,MS
92681,56d4e564c90c03ec7bdc5958321f3874,02021,Sao Paulo,SP
92682,bd6b1b234d42b8a97ccbf2ad0eb46e5b,13044,Campinas,SP
92683,e82b65e2b591d7d01e803b11299bf0f4,57045,Maceio,AL
92684,84b792c2ce37c8e8eddcdbfa16130e10,88302,Itajai,SC
92685,03c42b210f1e9fe31f69458ffb08eb2a,08331,Sao Paulo,SP
92686,c032adfcb7e93ccdb27c8b4f12bf9122,31748,Belo Horizonte,MG
92687,e74fc06d9a52d095af413c99ea25cc9d,12237,Sao Jose Dos Campos,SP
92688,120ecc99ef409f1f02753d3ad88a9746,05206,Sao Paulo,SP
92689,eea636e09221d9e1fdc92ec00f9ae098,28860,Casimiro De Abreu,RJ
92690,1098ce1ccc3bfaa12bbe23ba3238d29a,09951,Diadema,SP
92691,353fba674bdb2eccc24aea76b0765b0a,05724,Sao Paulo,SP
92692,cfde02285501dd3c859b36322fccdab4,14150,Serrana,SP
